facet_id,source_tet10_element_tag,source_local_face,classification,node_tags_json,node_xyz_json,per_node_exact_trimmed_face_tags_json,union_exact_trimmed_face_tags_json,common_exact_trimmed_face_tags_json,warning
108378,1222595,0,UNMAPPED,"[382961,383582,382211,386793,386794,386795]","[[49.833644747243895,8.005,-16.298178920436264],[50.01665561388728,8.005,-16.188510067662406],[50.01658555704761,8.005,-16.400908777475628],[49.92515018056559,8.005,-16.243344494049335],[50.01662058546745,8.005,-16.294709422569017],[49.92511515214575,8.005,-16.349543848955946]]","[[124],[79],[124],[124],[79],[124]]","[79,124]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108609,1244430,1,UNMAPPED,"[382285,383736,382477,385202,385203,384752]","[[39.71016108594557,8.005,21.020550001569024],[39.82192411151309,8.005,20.872459833511005],[39.61988624895279,8.005,20.827328948853495],[39.76604259872933,8.005,20.946504917540015],[39.72090518023294,8.005,20.84989439118225],[39.66502366744918,8.005,20.92393947521126]]","[[76],[121],[76],[76],[76],[76]]","[76,121]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108610,1244428,1,UNMAPPED,"[382285,383638,383736,388310,391019,385202]","[[39.71016108594557,8.005,21.020550001569024],[39.906340010289526,8.005,21.03881327402505],[39.82192411151309,8.005,20.872459833511005],[39.80825054811755,8.005,21.029681637797037],[39.86413206090131,8.005,20.955636553768027],[39.76604259872933,8.005,20.946504917540015]]","[[76],[121],[121],[121],[121],[76]]","[76,121]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108612,1193531,3,UNMAPPED,"[383124,384024,382286,390741,390742,385120]","[[39.65889411068727,8.005,-18.836001861128523],[39.81010023461956,8.005,-18.91517445351982],[39.71032315772653,8.005,-19.025414059608796],[39.73449717265341,8.005,-18.87558815732417],[39.760211696173045,8.005,-18.97029425656431],[39.684608634206896,8.005,-18.93070796036866]]","[[74],[117],[74],[74],[74],[74]]","[74,117]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108613,1154627,1,UNMAPPED,"[384024,383639,382286,391518,388312,390742]","[[39.81010023461956,8.005,-18.91517445351982],[39.9072871225718,8.005,-19.033292528088037],[39.71032315772653,8.005,-19.025414059608796],[39.858693678595685,8.005,-18.97423349080393],[39.80880514014917,8.005,-19.029353293848416],[39.760211696173045,8.005,-18.97029425656431]]","[[117],[117],[74],[117],[117],[74]]","[74,117]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108655,1207754,0,UNMAPPED,"[382975,382299,382977,386192,386604,386605]","[[50.01428207070144,8.005,18.18383995817476],[50.01605946449487,8.005,17.938397052317352],[49.8367983622513,8.005,18.07706432851386],[50.01517076759816,8.005,18.06111850524606],[49.92642891337309,8.005,18.007730690415602],[49.925540216476364,8.005,18.13045214334431]]","[[79],[79],[123],[79],[79],[79]]","[79,123]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108656,1170152,1,UNMAPPED,"[383998,382977,382299,391440,386604,388119]","[[49.85531035735332,8.005,17.91540723196262],[49.8367983622513,8.005,18.07706432851386],[50.01605946449487,8.005,17.938397052317352],[49.84605435980231,8.005,17.99623578023824],[49.92642891337309,8.005,18.007730690415602],[49.935684910924095,8.005,17.926902142139983]]","[[79],[123],[79],[79],[79],[79]]","[79,123]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108657,1178271,2,UNMAPPED,"[383030,382300,383590,386574,386572,386573]","[[38.14603045335186,8.005,18.088989843146326],[37.979654328086674,8.005,17.976036206702464],[37.978860720872845,8.005,18.18792669638668],[38.06284239071927,8.005,18.032513024924395],[37.97925752447976,8.005,18.081981451544568],[38.06244558711235,8.005,18.138458269766506]]","[[120],[75],[75],[75],[75],[75]]","[75,120]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108658,1210500,2,UNMAPPED,"[382300,383030,383967,386574,390680,390642]","[[37.979654328086674,8.005,17.976036206702464],[38.14603045335186,8.005,18.088989843146326],[38.13589228940383,8.005,17.89478460675308],[38.06284239071927,8.005,18.032513024924395],[38.14096137137784,8.005,17.991887224949703],[38.057773308745254,8.005,17.935410406727772]]","[[75],[120],[75],[75],[75],[75]]","[75,120]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108701,1209505,0,UNMAPPED,"[382314,383582,383142,386788,386789,386790]","[[50.01967781902827,8.005,-15.979409083492941],[50.01665561388728,8.005,-16.188510067662406],[49.830025560003904,8.005,-16.09292488694775],[50.01816671645777,8.005,-16.083959575577673],[49.92334058694559,8.005,-16.140717477305078],[49.92485168951609,8.005,-16.036166985220344]]","[[79],[79],[124],[79],[79],[79]]","[79,124]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108702,1221511,1,UNMAPPED,"[382314,383142,384011,386790,390981,388700]","[[50.01967781902827,8.005,-15.979409083492941],[49.830025560003904,8.005,-16.09292488694775],[49.856848639922276,8.005,-15.929094615722935],[49.92485168951609,8.005,-16.036166985220344],[49.84343709996308,8.005,-16.01100975133534],[49.93826322947527,8.005,-15.954251849607937]]","[[79],[124],[79],[79],[79],[79]]","[79,124]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108704,1243614,0,UNMAPPED,"[382315,384046,383027,386468,386469,386327]","[[38.0090572450912,8.005,-15.970938772901306],[38.134726461341906,8.005,-16.143192048578452],[37.98236483874698,8.005,-16.201325735974827],[38.071891853216556,8.005,-16.05706541073988],[38.058545650044444,8.005,-16.172258892276638],[37.995711041919094,8.005,-16.086132254438066]]","[[75],[118],[75],[75],[75],[75]]","[75,118]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108706,1165081,3,UNMAPPED,"[382315,383288,383655,384234,384383,384384]","[[38.0090572450912,8.005,-15.970938772901306],[38.20429786345403,8.005,-15.818492772705625],[38.22003795583212,8.005,-16.01169304323508],[38.106677554272615,8.005,-15.894715772803465],[38.21216790964307,8.005,-15.915092907970351],[38.11454760046166,8.005,-15.991315908068193]]","[[75],[75],[118],[75],[75],[75]]","[75,118]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108707,1194628,3,UNMAPPED,"[383655,384046,382315,387086,386468,384384]","[[38.22003795583212,8.005,-16.01169304323508],[38.134726461341906,8.005,-16.143192048578452],[38.0090572450912,8.005,-15.970938772901306],[38.17738220858701,8.005,-16.077442545906766],[38.071891853216556,8.005,-16.05706541073988],[38.11454760046166,8.005,-15.991315908068193]]","[[118],[118],[75],[118],[75],[75]]","[75,118]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109053,1213666,3,UNMAPPED,"[382426,383236,383876,384808,384806,384807]","[[38.480419041420504,8.005,19.25616034787696],[38.59609095693783,8.005,19.093986008061965],[38.35917687647332,8.005,19.083061473968716],[38.538254999179166,8.005,19.175073177969463],[38.47763391670558,8.005,19.08852374101534],[38.41979795894691,8.005,19.169610910922838]]","[[76],[120],[120],[120],[120],[120]]","[76,120]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109054,1192423,0,UNMAPPED,"[382426,383876,383649,384807,386009,386010]","[[38.480419041420504,8.005,19.25616034787696],[38.35917687647332,8.005,19.083061473968716],[38.289745668733474,8.005,19.316377713286055],[38.41979795894691,8.005,19.169610910922838],[38.3244612726034,8.005,19.199719593627382],[38.38508235507699,8.005,19.28626903058151]]","[[76],[120],[76],[120],[120],[76]]","[76,120]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109080,1200032,1,UNMAPPED,"[382438,382437,382436,390238,387215,390245]","[[49.677103559391036,8.005,19.147401823233277],[49.501902102313444,8.005,19.169389344295947],[49.5748974668747,8.005,19.322857256367936],[49.58950283085224,8.005,19.158395583764612],[49.53839978459407,8.005,19.24612330033194],[49.626000513132865,8.005,19.235129539800607]]","[[123],[123],[78],[123],[78],[78]]","[78,123]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109081,1150758,2,UNMAPPED,"[383622,382438,382436,390347,390245,386386]","[[49.81252683884151,8.005,19.34355056070395],[49.677103559391036,8.005,19.147401823233277],[49.5748974668747,8.005,19.322857256367936],[49.744815199116275,8.005,19.24547619196861],[49.626000513132865,8.005,19.235129539800607],[49.693712152858105,8.005,19.33320390853594]]","[[78],[123],[78],[78],[78],[78]]","[78,123]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109087,1205999,2,UNMAPPED,"[383622,383832,382438,386911,391055,390347]","[[49.81252683884151,8.005,19.34355056070395],[49.867274848433745,8.005,19.136292943953737],[49.677103559391036,8.005,19.147401823233277],[49.83990084363762,8.005,19.239921752328843],[49.77218920391239,8.005,19.141847383593504],[49.744815199116275,8.005,19.24547619196861]]","[[78],[123],[123],[78],[123],[78]]","[78,123]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109107,1140519,1,UNMAPPED,"[382447,382446,382448,387640,388061,388538]","[[38.42206818612127,8.005,-17.01669917523861],[38.44647634711838,8.005,-17.225300907514505],[38.2670136055431,8.005,-17.139992374977922],[38.43427226661982,8.005,-17.121000041376558],[38.35674497633074,8.005,-17.18264664124621],[38.34454089583218,8.005,-17.078345775108268]]","[[118],[74],[118],[118],[118],[118]]","[74,118]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109108,1192645,2,UNMAPPED,"[382448,382446,382449,388061,388059,388060]","[[38.2670136055431,8.005,-17.139992374977922],[38.44647634711838,8.005,-17.225300907514505],[38.27233226582381,8.005,-17.350374787335],[38.35674497633074,8.005,-17.18264664124621],[38.3594043064711,8.005,-17.28783784742475],[38.26967293568345,8.005,-17.24518358115646]]","[[118],[74],[74],[118],[74],[74]]","[74,118]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109113,1181927,1,UNMAPPED,"[382448,382449,382603,388060,388423,388424]","[[38.2670136055431,8.005,-17.139992374977922],[38.27233226582381,8.005,-17.350374787335],[38.117525323801736,8.005,-17.22046326058105],[38.26967293568345,8.005,-17.24518358115646],[38.194928794812775,8.005,-17.285419023958024],[38.192269464672414,8.005,-17.180227817779485]]","[[118],[74],[74],[74],[74],[118]]","[74,118]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109114,1144731,1,UNMAPPED,"[382448,382603,384125,388424,390869,390918]","[[38.2670136055431,8.005,-17.139992374977922],[38.117525323801736,8.005,-17.22046326058105],[38.126361337455165,8.005,-17.052796785334184],[38.192269464672414,8.005,-17.180227817779485],[38.12194333062845,8.005,-17.136630022957615],[38.19668747149913,8.005,-17.096394580156055]]","[[118],[74],[118],[118],[118],[118]]","[74,118]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109122,1110511,2,UNMAPPED,"[382453,382454,382455,387115,389037,389038]","[[48.223736681670516,8.005,20.537120660456413],[48.026733900506066,8.005,20.54487878598687],[48.13454431208805,8.005,20.70709205242837],[48.12523529108829,8.005,20.540999723221642],[48.080639106297056,8.005,20.62598541920762],[48.179140496879285,8.005,20.62210635644239]]","[[78],[122],[122],[122],[122],[122]]","[78,122]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109123,1156235,1,UNMAPPED,"[382456,382453,382455,389483,389038,389482]","[[48.33046512461116,8.005,20.70324438354149],[48.223736681670516,8.005,20.537120660456413],[48.13454431208805,8.005,20.70709205242837],[48.277100903140834,8.005,20.620182521998952],[48.179140496879285,8.005,20.62210635644239],[48.2325047183496,8.005,20.70516821798493]]","[[78],[78],[122],[78],[122],[78]]","[78,122]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109128,1173969,0,UNMAPPED,"[382458,382456,382455,389054,389482,389872]","[[48.259566242171026,8.005,20.88346289978696],[48.33046512461116,8.005,20.70324438354149],[48.13454431208805,8.005,20.70709205242837],[48.29501568339109,8.005,20.79335364166423],[48.2325047183496,8.005,20.70516821798493],[48.197055277129536,8.005,20.79527747610766]]","[[78],[78],[122],[78],[78],[122]]","[78,122]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109130,1232026,0,UNMAPPED,"[382455,383778,382458,390769,390432,389872]","[[48.13454431208805,8.005,20.70709205242837],[48.038752425533126,8.005,20.869858791558887],[48.259566242171026,8.005,20.88346289978696],[48.086648368810586,8.005,20.788475421993628],[48.149159333852076,8.005,20.87666084567292],[48.197055277129536,8.005,20.79527747610766]]","[[122],[122],[78],[122],[122],[122]]","[78,122]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109137,1144028,3,UNMAPPED,"[382458,383328,383745,390332,390331,384604]","[[48.259566242171026,8.005,20.88346289978696],[48.117581833687034,8.005,21.03666562181365],[48.288269849264815,8.005,21.06366645985739],[48.18857403792903,8.005,20.960064260800305],[48.202925841475924,8.005,21.050166040835524],[48.27391804571792,8.005,20.97356467982218]]","[[78],[122],[78],[122],[78],[78]]","[78,122]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109138,1156841,3,UNMAPPED,"[383778,383328,382458,387812,390332,390432]","[[48.038752425533126,8.005,20.869858791558887],[48.117581833687034,8.005,21.03666562181365],[48.259566242171026,8.005,20.88346289978696],[48.07816712961008,8.005,20.953262206686265],[48.18857403792903,8.005,20.960064260800305],[48.149159333852076,8.005,20.87666084567292]]","[[122],[122],[78],[122],[122],[122]]","[78,122]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109142,1117339,3,UNMAPPED,"[382461,382464,382463,384866,389039,387114]","[[48.227288483385564,8.005,-18.54092578587252],[48.153253200794644,8.005,-18.71159135246811],[48.02732586745862,8.005,-18.545512973556107],[48.19027084209011,8.005,-18.626258569170314],[48.09028953412663,8.005,-18.628552163012106],[48.1273071754221,8.005,-18.543219379714316]]","[[80],[125],[125],[125],[125],[125]]","[80,125]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109143,1167873,0,UNMAPPED,"[382461,382466,382464,384865,384813,384866]","[[48.227288483385564,8.005,-18.54092578587252],[48.39266822591436,8.005,-18.67226375251448],[48.153253200794644,8.005,-18.71159135246811],[48.30997835464997,8.005,-18.6065947691935],[48.27296071335451,8.005,-18.691927552491293],[48.19027084209011,8.005,-18.626258569170314]]","[[80],[80],[125],[80],[80],[125]]","[80,125]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109152,1167874,1,UNMAPPED,"[382467,382464,382466,384812,384813,384811]","[[48.28268535796162,8.005,-18.86703381460546],[48.153253200794644,8.005,-18.71159135246811],[48.39266822591436,8.005,-18.67226375251448],[48.21796927937813,8.005,-18.789312583536784],[48.27296071335451,8.005,-18.691927552491293],[48.337676791937994,8.005,-18.76964878355997]]","[[80],[125],[80],[80],[80],[80]]","[80,125]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109153,1209963,0,UNMAPPED,"[382467,383029,382464,384757,386684,384812]","[[48.28268535796162,8.005,-18.86703381460546],[48.077010389310175,8.005,-18.90271548633101],[48.153253200794644,8.005,-18.71159135246811],[48.17984787363589,8.005,-18.884874650468234],[48.115131795052406,8.005,-18.807153419399558],[48.21796927937813,8.005,-18.789312583536784]]","[[80],[125],[125],[125],[125],[80]]","[80,125]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109160,1199458,0,UNMAPPED,"[382467,383747,383029,384755,384756,384757]","[[48.28268535796162,8.005,-18.86703381460546],[48.26332780123862,8.005,-19.040695986338463],[48.077010389310175,8.005,-18.90271548633101],[48.27300657960012,8.005,-18.953864900471963],[48.170169095274396,8.005,-18.971705736334737],[48.17984787363589,8.005,-18.884874650468234]]","[[80],[80],[125],[80],[125],[125]]","[80,125]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109174,1205267,3,UNMAPPED,"[383662,382472,384130,388023,390508,390388]","[[49.516946501063835,8.005,-17.22014482712608],[49.36499600702599,8.005,-17.09207217486444],[49.498537108916366,8.005,-16.996685986456388],[49.44097125404491,8.005,-17.156108500995263],[49.43176655797117,8.005,-17.044379080660413],[49.507741804990104,8.005,-17.108415406791234]]","[[80],[124],[124],[124],[124],[124]]","[80,124]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109182,1209950,0,UNMAPPED,"[382478,382477,383736,388536,385203,388535]","[[39.774058529833205,8.005,20.697425622695025],[39.61988624895279,8.005,20.827328948853495],[39.82192411151309,8.005,20.872459833511005],[39.696972389393,8.005,20.76237728577426],[39.72090518023294,8.005,20.84989439118225],[39.79799132067315,8.005,20.784942728103015]]","[[76],[76],[121],[76],[76],[76]]","[76,121]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109184,1133852,3,UNMAPPED,"[384016,383640,382478,386845,390289,391634]","[[39.88110646356997,8.005,20.58330434076402],[39.75357381249855,8.005,20.507868538185956],[39.774058529833205,8.005,20.697425622695025],[39.81734013803426,8.005,20.54558643947499],[39.76381617116588,8.005,20.602647080440494],[39.82758249670159,8.005,20.640364981729522]]","[[121],[76],[76],[121],[76],[121]]","[76,121]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109185,1233587,3,UNMAPPED,"[382478,383736,383730,388535,391170,391171]","[[39.774058529833205,8.005,20.697425622695025],[39.82192411151309,8.005,20.872459833511005],[39.943522772955205,8.005,20.74065871002421],[39.79799132067315,8.005,20.784942728103015],[39.88272344223415,8.005,20.806559271767608],[39.85879065139421,8.005,20.719042166359618]]","[[76],[121],[121],[76],[121],[121]]","[76,121]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109186,1160553,3,UNMAPPED,"[383730,384016,382478,391650,391634,391171]","[[39.943522772955205,8.005,20.74065871002421],[39.88110646356997,8.005,20.58330434076402],[39.774058529833205,8.005,20.697425622695025],[39.91231461826259,8.005,20.661981525394115],[39.82758249670159,8.005,20.640364981729522],[39.85879065139421,8.005,20.719042166359618]]","[[121],[121],[76],[121],[121],[121]]","[76,121]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109247,1135423,0,UNMAPPED,"[383125,383124,382506,389982,389350,389755]","[[39.854618214676684,8.005,-18.764849474724112],[39.65889411068727,8.005,-18.836001861128523],[39.71493073112754,8.005,-18.639465425603664],[39.756756162681974,8.005,-18.800425667926316],[39.686912420907404,8.005,-18.737733643366095],[39.78477447290211,8.005,-18.702157450163888]]","[[117],[74],[74],[74],[74],[74]]","[74,117]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109248,1140809,1,UNMAPPED,"[383125,382506,383126,389755,389753,389754]","[[39.854618214676684,8.005,-18.764849474724112],[39.71493073112754,8.005,-18.639465425603664],[39.90167517007774,8.005,-18.5834811513912],[39.78477447290211,8.005,-18.702157450163888],[39.80830295060264,8.005,-18.611473288497432],[39.87814669237721,8.005,-18.674165313057657]]","[[117],[74],[117],[74],[117],[117]]","[74,117]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109249,1207653,1,UNMAPPED,"[383985,383126,382506,390544,389753,390852]","[[39.769377109257064,8.005,-18.493016673974147],[39.90167517007774,8.005,-18.5834811513912],[39.71493073112754,8.005,-18.639465425603664],[39.8355261396674,8.005,-18.538248912682675],[39.80830295060264,8.005,-18.611473288497432],[39.7421539201923,8.005,-18.566241049788907]]","[[74],[117],[74],[117],[117],[74]]","[74,117]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109457,1206745,0,UNMAPPED,"[382603,383897,383278,390458,390349,390459]","[[38.117525323801736,8.005,-17.22046326058105],[37.96608193617775,8.005,-17.300380664763825],[37.96692278343314,8.005,-17.100461575545708],[38.041803629989744,8.005,-17.260421962672435],[37.966502359805446,8.005,-17.200421120154765],[38.04222405361744,8.005,-17.16046241806338]]","[[74],[74],[118],[74],[74],[118]]","[74,118]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
