core_id,axis_id,from_connector_contact,to_connector_contact,net,service,route,conductor_cross_section,insulation_temperature_flex,shield_or_twist,cut_length_and_slack,authority
CORE-R_WRIST_ROTATION-VDD-DYNAMIC,R_WRIST_ROTATION,J-WPS-TTL-RDIST-OUT-1/2,J-TR-DYN-R_WRIST_ROTATION/2,R_WRIST_ROTATION_VDD,ACTUATOR POWER,CROSS-R_WRIST_ROTATION-AT-R_SHOULDER_PITCH-PWR; CROSS-R_WRIST_ROTATION-AT-R_SHOULDER_ROLL-PWR; CROSS-R_WRIST_ROTATION-AT-R_ELBOW_PITCH-PWR; LOOP-R_WRIST_ROTATION-PWR,igus CF130.03.02.UL 22 AWG / 0.34 mm2 CANDIDATE,MEDIUM-DUTY MOVING CABLE; PUBLISHED CONDITIONS AND ROUTE-SPECIFIC QUALIFICATION APPLY,UNSHIELDED TWO-CONDUCTOR POWER PAIR,PLANNING 490.672 mm TO FIXED TRANSITION; FINAL CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-R_WRIST_ROTATION-DATA,R_WRIST_ROTATION,CB-TTL-RDIST/DATA,J-ACT-R_WRIST_ROTATION/3,TTL-RDIST_DATA,DATA,LOOP-R_WRIST_ROTATION-DATA,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 299.581 mm; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-R_GRIPPER-GND-PIGTAIL,R_GRIPPER,J-TR-PIG-R_GRIPPER/1,J-ACT-R_GRIPPER/1,TTL-RDIST_RET,POWER RETURN,LOOP-R_GRIPPER-PWR,Alpha Wire 3051 22 AWG FIXED PIGTAIL CANDIDATE,STATIC/RESTRAINED; MUST NOT SEE JOINT FLEX,SELECTION REQUIRED,MODULE CAD PIGTAIL LENGTH/CLAMP PATH SELECTION REQUIRED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-R_GRIPPER-GND-DYNAMIC,R_GRIPPER,J-WPS-TTL-RDIST-OUT-2/1,J-TR-DYN-R_GRIPPER/1,TTL-RDIST_RET,POWER RETURN,CROSS-R_GRIPPER-AT-R_SHOULDER_PITCH-PWR; CROSS-R_GRIPPER-AT-R_SHOULDER_ROLL-PWR; CROSS-R_GRIPPER-AT-R_ELBOW_PITCH-PWR; CROSS-R_GRIPPER-AT-R_WRIST_ROTATION-PWR; LOOP-R_GRIPPER-PWR,igus CF130.03.02.UL 22 AWG / 0.34 mm2 CANDIDATE,MEDIUM-DUTY MOVING CABLE; PUBLISHED CONDITIONS AND ROUTE-SPECIFIC QUALIFICATION APPLY,UNSHIELDED TWO-CONDUCTOR POWER PAIR,PLANNING 561.672 mm TO FIXED TRANSITION; FINAL CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-R_GRIPPER-VDD-PIGTAIL,R_GRIPPER,J-TR-PIG-R_GRIPPER/2,J-ACT-R_GRIPPER/2,R_GRIPPER_VDD,ACTUATOR POWER,LOOP-R_GRIPPER-PWR,Alpha Wire 3051 22 AWG FIXED PIGTAIL CANDIDATE,STATIC/RESTRAINED; MUST NOT SEE JOINT FLEX,SELECTION REQUIRED,MODULE CAD PIGTAIL LENGTH/CLAMP PATH SELECTION REQUIRED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-R_GRIPPER-VDD-DYNAMIC,R_GRIPPER,J-WPS-TTL-RDIST-OUT-2/2,J-TR-DYN-R_GRIPPER/2,R_GRIPPER_VDD,ACTUATOR POWER,CROSS-R_GRIPPER-AT-R_SHOULDER_PITCH-PWR; CROSS-R_GRIPPER-AT-R_SHOULDER_ROLL-PWR; CROSS-R_GRIPPER-AT-R_ELBOW_PITCH-PWR; CROSS-R_GRIPPER-AT-R_WRIST_ROTATION-PWR; LOOP-R_GRIPPER-PWR,igus CF130.03.02.UL 22 AWG / 0.34 mm2 CANDIDATE,MEDIUM-DUTY MOVING CABLE; PUBLISHED CONDITIONS AND ROUTE-SPECIFIC QUALIFICATION APPLY,UNSHIELDED TWO-CONDUCTOR POWER PAIR,PLANNING 561.672 mm TO FIXED TRANSITION; FINAL CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-R_GRIPPER-DATA,R_GRIPPER,J-OUT-R_WRIST_ROTATION/DATA,J-ACT-R_GRIPPER/3,TTL-RDIST_DATA,DATA,LOOP-R_GRIPPER-DATA,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 63.000 mm; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-HEAD_PAN-GND-PIGTAIL,HEAD_PAN,J-TR-PIG-HEAD_PAN/1,J-ACT-HEAD_PAN/1,TTL-HEAD_RET,POWER RETURN,LOOP-HEAD_PAN-PWR,Alpha Wire 3051 22 AWG FIXED PIGTAIL CANDIDATE,STATIC/RESTRAINED; MUST NOT SEE JOINT FLEX,SELECTION REQUIRED,MODULE CAD PIGTAIL LENGTH/CLAMP PATH SELECTION REQUIRED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-HEAD_PAN-GND-DYNAMIC,HEAD_PAN,J-WPS-TTL-HEAD-OUT-1/1,J-TR-DYN-HEAD_PAN/1,TTL-HEAD_RET,POWER RETURN,LOOP-HEAD_PAN-PWR,igus CF130.03.02.UL 22 AWG / 0.34 mm2 CANDIDATE,MEDIUM-DUTY MOVING CABLE; PUBLISHED CONDITIONS AND ROUTE-SPECIFIC QUALIFICATION APPLY,UNSHIELDED TWO-CONDUCTOR POWER PAIR,PLANNING 74.325 mm TO FIXED TRANSITION; FINAL CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-HEAD_PAN-VDD-PIGTAIL,HEAD_PAN,J-TR-PIG-HEAD_PAN/2,J-ACT-HEAD_PAN/2,HEAD_PAN_VDD,ACTUATOR POWER,LOOP-HEAD_PAN-PWR,Alpha Wire 3051 22 AWG FIXED PIGTAIL CANDIDATE,STATIC/RESTRAINED; MUST NOT SEE JOINT FLEX,SELECTION REQUIRED,MODULE CAD PIGTAIL LENGTH/CLAMP PATH SELECTION REQUIRED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-HEAD_PAN-VDD-DYNAMIC,HEAD_PAN,J-WPS-TTL-HEAD-OUT-1/2,J-TR-DYN-HEAD_PAN/2,HEAD_PAN_VDD,ACTUATOR POWER,LOOP-HEAD_PAN-PWR,igus CF130.03.02.UL 22 AWG / 0.34 mm2 CANDIDATE,MEDIUM-DUTY MOVING CABLE; PUBLISHED CONDITIONS AND ROUTE-SPECIFIC QUALIFICATION APPLY,UNSHIELDED TWO-CONDUCTOR POWER PAIR,PLANNING 74.325 mm TO FIXED TRANSITION; FINAL CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-HEAD_PAN-DATA,HEAD_PAN,CB-TTL-HEAD/DATA,J-ACT-HEAD_PAN/3,TTL-HEAD_DATA,DATA,LOOP-HEAD_PAN-DATA,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 99.202 mm; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-HEAD_TILT-GND-PIGTAIL,HEAD_TILT,J-TR-PIG-HEAD_TILT/1,J-ACT-HEAD_TILT/1,TTL-HEAD_RET,POWER RETURN,LOOP-HEAD_TILT-PWR,Alpha Wire 3051 22 AWG FIXED PIGTAIL CANDIDATE,STATIC/RESTRAINED; MUST NOT SEE JOINT FLEX,SELECTION REQUIRED,MODULE CAD PIGTAIL LENGTH/CLAMP PATH SELECTION REQUIRED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-HEAD_TILT-GND-DYNAMIC,HEAD_TILT,J-WPS-TTL-HEAD-OUT-2/1,J-TR-DYN-HEAD_TILT/1,TTL-HEAD_RET,POWER RETURN,CROSS-HEAD_TILT-AT-HEAD_PAN-PWR; LOOP-HEAD_TILT-PWR,igus CF130.03.02.UL 22 AWG / 0.34 mm2 CANDIDATE,MEDIUM-DUTY MOVING CABLE; PUBLISHED CONDITIONS AND ROUTE-SPECIFIC QUALIFICATION APPLY,UNSHIELDED TWO-CONDUCTOR POWER PAIR,PLANNING 142.325 mm TO FIXED TRANSITION; FINAL CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-HEAD_TILT-VDD-PIGTAIL,HEAD_TILT,J-TR-PIG-HEAD_TILT/2,J-ACT-HEAD_TILT/2,HEAD_TILT_VDD,ACTUATOR POWER,LOOP-HEAD_TILT-PWR,Alpha Wire 3051 22 AWG FIXED PIGTAIL CANDIDATE,STATIC/RESTRAINED; MUST NOT SEE JOINT FLEX,SELECTION REQUIRED,MODULE CAD PIGTAIL LENGTH/CLAMP PATH SELECTION REQUIRED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-HEAD_TILT-VDD-DYNAMIC,HEAD_TILT,J-WPS-TTL-HEAD-OUT-2/2,J-TR-DYN-HEAD_TILT/2,HEAD_TILT_VDD,ACTUATOR POWER,CROSS-HEAD_TILT-AT-HEAD_PAN-PWR; LOOP-HEAD_TILT-PWR,igus CF130.03.02.UL 22 AWG / 0.34 mm2 CANDIDATE,MEDIUM-DUTY MOVING CABLE; PUBLISHED CONDITIONS AND ROUTE-SPECIFIC QUALIFICATION APPLY,UNSHIELDED TWO-CONDUCTOR POWER PAIR,PLANNING 142.325 mm TO FIXED TRANSITION; FINAL CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-HEAD_TILT-DATA,HEAD_TILT,J-OUT-HEAD_PAN/DATA,J-ACT-HEAD_TILT/3,TTL-HEAD_DATA,DATA,LOOP-HEAD_TILT-DATA,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 60.000 mm; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
