name,version,architecture,distro,upstream,purl,spdx_id,files_analyzed,package_verification_code,supplier,source_info,evidence_state,warning
python3-jinja2,3.1.6-1,all,debian-13,jinja2,pkg:deb/debian/python3-jinja2@3.1.6-1?arch=all&distro=debian-13&upstream=jinja2,SPDXRef-Package-deb-python3-jinja2-4e9060cc29adcaac,true,37a205405d5296ffac6160e771eca91d24842f2e,Person: Piotr Ożarowski (piotr@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-jinja2/copyright, /var/lib/dpkg/info/python3-jinja2.md5sums, /var/lib/dpkg/info/python3-jinja2.list, /var/lib/dpkg/info/python3-jinja2.postinst, /var/lib/dpkg/info/python3-jinja2.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-json-pointer,2.4-3,all,debian-13,python-json-pointer,pkg:deb/debian/python3-json-pointer@2.4-3?arch=all&distro=debian-13&upstream=python-json-pointer,SPDXRef-Package-deb-python3-json-pointer-452fb05559589963,true,bbef67b4ffccd5c6d9cfb62deeb0419926fc2a7b,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-json-pointer/copyright, /var/lib/dpkg/info/python3-json-pointer.md5sums, /var/lib/dpkg/info/python3-json-pointer.list, /var/lib/dpkg/info/python3-json-pointer.postinst, /var/lib/dpkg/info/python3-json-pointer.postrm, /var/lib/dpkg/info/python3-json-pointer.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-jsonpatch,1.32-5,all,debian-13,python-json-patch,pkg:deb/debian/python3-jsonpatch@1.32-5?arch=all&distro=debian-13&upstream=python-json-patch,SPDXRef-Package-deb-python3-jsonpatch-653aaf5cde116143,true,06c7ee50ea9fbaa47da864ee4d11da009e5552e4,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-jsonpatch/copyright, /var/lib/dpkg/info/python3-jsonpatch.md5sums, /var/lib/dpkg/info/python3-jsonpatch.list, /var/lib/dpkg/info/python3-jsonpatch.postinst, /var/lib/dpkg/info/python3-jsonpatch.postrm, /var/lib/dpkg/info/python3-jsonpatch.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-jsonschema,4.19.2-6,all,debian-13,python-jsonschema,pkg:deb/debian/python3-jsonschema@4.19.2-6?arch=all&distro=debian-13&upstream=python-jsonschema,SPDXRef-Package-deb-python3-jsonschema-9129bd669698c0fa,true,ceb2254506235cf139898c928979d3aeed9701a0,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-jsonschema/copyright, /var/lib/dpkg/info/python3-jsonschema.md5sums, /var/lib/dpkg/info/python3-jsonschema.list, /var/lib/dpkg/info/python3-jsonschema.postinst, /var/lib/dpkg/info/python3-jsonschema.postrm, /var/lib/dpkg/info/python3-jsonschema.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-jsonschema-specifications,2023.12.1-2,all,debian-13,python-jsonschema-specifications,pkg:deb/debian/python3-jsonschema-specifications@2023.12.1-2?arch=all&distro=debian-13&upstream=python-jsonschema-specifications,SPDXRef-Package-deb-python3-jsonschema-specifications-9fb02126240635de,true,d8af8d7eb0eb0481f62e7bf61901e6049783d30b,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-jsonschema-specifications/copyright, /var/lib/dpkg/info/python3-jsonschema-specifications.md5sums, /var/lib/dpkg/info/python3-jsonschema-specifications.list, /var/lib/dpkg/info/python3-jsonschema-specifications.postinst, /var/lib/dpkg/info/python3-jsonschema-specifications.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-jwt,2.10.1-2+deb13u1,all,debian-13,pyjwt,pkg:deb/debian/python3-jwt@2.10.1-2+deb13u1?arch=all&distro=debian-13&upstream=pyjwt,SPDXRef-Package-deb-python3-jwt-44c72223156cd3bd,true,84c0af961191f6db1767a2e628606fa5c0c21f8e,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-jwt/copyright, /var/lib/dpkg/info/python3-jwt.md5sums, /var/lib/dpkg/info/python3-jwt.list, /var/lib/dpkg/info/python3-jwt.postinst, /var/lib/dpkg/info/python3-jwt.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-lgpio,0.2.2-1~rpt1+trixie,arm64,debian-13,lg-gpio,pkg:deb/debian/python3-lgpio@0.2.2-1~rpt1+trixie?arch=arm64&distro=debian-13&upstream=lg-gpio,SPDXRef-Package-deb-python3-lgpio-8711153d6c93e949,true,3ac837e170fa2216436e9fcb9372a1ced8ce1d5d,Person: Serge Schneider (serge@raspberrypi.com),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-lgpio/copyright, /var/lib/dpkg/info/python3-lgpio.md5sums, /var/lib/dpkg/info/python3-lgpio.list, /var/lib/dpkg/info/python3-lgpio.postinst, /var/lib/dpkg/info/python3-lgpio.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-libgpiod,2.2.1-2+deb13u1,arm64,debian-13,libgpiod,pkg:deb/debian/python3-libgpiod@2.2.1-2+deb13u1?arch=arm64&distro=debian-13&upstream=libgpiod,SPDXRef-Package-deb-python3-libgpiod-49ecf88a8c9998cd,true,f27c6a226d97ad1dee2805a1952e77be225b29c3,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-libgpiod/copyright, /var/lib/dpkg/info/python3-libgpiod.md5sums, /var/lib/dpkg/info/python3-libgpiod.list, /var/lib/dpkg/info/python3-libgpiod.postinst, /var/lib/dpkg/info/python3-libgpiod.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-linkify-it,2.0.3-1,all,debian-13,linkify-it-py,pkg:deb/debian/python3-linkify-it@2.0.3-1?arch=all&distro=debian-13&upstream=linkify-it-py,SPDXRef-Package-deb-python3-linkify-it-059b492cb430f23e,true,e1e2a27f2a1a50432f64580ab0616571a6c29e29,Person: Georges Khaznadar (georgesk@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-linkify-it/copyright, /var/lib/dpkg/info/python3-linkify-it.md5sums, /var/lib/dpkg/info/python3-linkify-it.list, /var/lib/dpkg/info/python3-linkify-it.postinst, /var/lib/dpkg/info/python3-linkify-it.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-markdown-it,3.0.0-3,all,debian-13,markdown-it-py,pkg:deb/debian/python3-markdown-it@3.0.0-3?arch=all&distro=debian-13&upstream=markdown-it-py,SPDXRef-Package-deb-python3-markdown-it-7c1b5690f684b69c,true,7e2c493b642caa78ae0a6f91c629b7335c0b4372,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-markdown-it/copyright, /var/lib/dpkg/info/python3-markdown-it.md5sums, /var/lib/dpkg/info/python3-markdown-it.list, /var/lib/dpkg/info/python3-markdown-it.postinst, /var/lib/dpkg/info/python3-markdown-it.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-markupsafe,2.1.5-1+b4,arm64,debian-13,markupsafe@2.1.5-1,pkg:deb/debian/python3-markupsafe@2.1.5-1+b4?arch=arm64&distro=debian-13&upstream=markupsafe@2.1.5-1,SPDXRef-Package-deb-python3-markupsafe-7844d2d9431271af,true,2f6a873f6d1da32ac18c163a9ee31fa1c05aa539,Person: Piotr Ożarowski (piotr@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-markupsafe/copyright, /var/lib/dpkg/info/python3-markupsafe.md5sums, /var/lib/dpkg/info/python3-markupsafe.list, /var/lib/dpkg/info/python3-markupsafe.postinst, /var/lib/dpkg/info/python3-markupsafe.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-mdurl,0.1.2-1,all,debian-13,mdurl,pkg:deb/debian/python3-mdurl@0.1.2-1?arch=all&distro=debian-13&upstream=mdurl,SPDXRef-Package-deb-python3-mdurl-0837f2974ee3185d,true,cc8f540d8b38ad02e6af17de4877a4953f733988,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-mdurl/copyright, /var/lib/dpkg/info/python3-mdurl.md5sums, /var/lib/dpkg/info/python3-mdurl.list, /var/lib/dpkg/info/python3-mdurl.postinst, /var/lib/dpkg/info/python3-mdurl.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-minimal,3.13.5-1,arm64,debian-13,python3-defaults,pkg:deb/debian/python3-minimal@3.13.5-1?arch=arm64&distro=debian-13&upstream=python3-defaults,SPDXRef-Package-deb-python3-minimal-60a4af1fa2c75670,true,0066484d05410cbf24015e7b4f6b7bdc40851ed4,Person: Matthias Klose (doko@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-minimal/copyright, /var/lib/dpkg/info/python3-minimal.md5sums, /var/lib/dpkg/info/python3-minimal.list, /var/lib/dpkg/info/python3-minimal.postinst, /var/lib/dpkg/info/python3-minimal.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-netplan,1.1.2-7+rpt1,arm64,debian-13,netplan.io,pkg:deb/debian/python3-netplan@1.1.2-7+rpt1?arch=arm64&distro=debian-13&upstream=netplan.io,SPDXRef-Package-deb-python3-netplan-4bacc9d797a7d898,true,4ada79f38f7bdac552ae538bb7952d30d6b10d48,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-netplan/copyright, /var/lib/dpkg/info/python3-netplan.md5sums, /var/lib/dpkg/info/python3-netplan.list, /var/lib/dpkg/info/python3-netplan.postinst, /var/lib/dpkg/info/python3-netplan.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-oauthlib,3.2.2-3,all,debian-13,python-oauthlib,pkg:deb/debian/python3-oauthlib@3.2.2-3?arch=all&distro=debian-13&upstream=python-oauthlib,SPDXRef-Package-deb-python3-oauthlib-14d224414d112390,true,b6953d552f01edefebee91d6a19f29415651168c,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-oauthlib/copyright, /var/lib/dpkg/info/python3-oauthlib.md5sums, /var/lib/dpkg/info/python3-oauthlib.list, /var/lib/dpkg/info/python3-oauthlib.postinst, /var/lib/dpkg/info/python3-oauthlib.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-pip-whl,25.1.1+dfsg-1+rpt1,all,debian-13,python-pip,pkg:deb/debian/python3-pip-whl@25.1.1+dfsg-1+rpt1?arch=all&distro=debian-13&upstream=python-pip,SPDXRef-Package-deb-python3-pip-whl-b5b6fd45022b276f,true,9c8a0fe1201d6bb03ee1348eb4fc1856284aa384,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-pip-whl/copyright, /var/lib/dpkg/info/python3-pip-whl.conffiles, /var/lib/dpkg/info/python3-pip-whl.md5sums, /var/lib/dpkg/info/python3-pip-whl.list",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-pycryptodome,3.20.0+dfsg-3,arm64,debian-13,pycryptodome,pkg:deb/debian/python3-pycryptodome@3.20.0+dfsg-3?arch=arm64&distro=debian-13&upstream=pycryptodome,SPDXRef-Package-deb-python3-pycryptodome-24bb0ab7384da3f8,true,e893e3a7cf005847016cacd0cae0a8db142b8f85,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-pycryptodome/copyright, /var/lib/dpkg/info/python3-pycryptodome.md5sums, /var/lib/dpkg/info/python3-pycryptodome.list, /var/lib/dpkg/info/python3-pycryptodome.postinst, /var/lib/dpkg/info/python3-pycryptodome.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-pygments,2.18.0+dfsg-2,all,debian-13,pygments,pkg:deb/debian/python3-pygments@2.18.0+dfsg-2?arch=all&distro=debian-13&upstream=pygments,SPDXRef-Package-deb-python3-pygments-548d379432457f75,true,fda2040a2f698c9bee94b1ab761e2fb17a86428e,Person: Piotr Ożarowski (piotr@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-pygments/copyright, /var/lib/dpkg/info/python3-pygments.md5sums, /var/lib/dpkg/info/python3-pygments.list, /var/lib/dpkg/info/python3-pygments.postinst, /var/lib/dpkg/info/python3-pygments.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-referencing,0.36.2-1,all,debian-13,referencing,pkg:deb/debian/python3-referencing@0.36.2-1?arch=all&distro=debian-13&upstream=referencing,SPDXRef-Package-deb-python3-referencing-a9e2d95a97b239d1,true,ee2811e887e7fc3735ad8c5760089a6d9d919731,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-referencing/copyright, /var/lib/dpkg/info/python3-referencing.md5sums, /var/lib/dpkg/info/python3-referencing.list, /var/lib/dpkg/info/python3-referencing.postinst, /var/lib/dpkg/info/python3-referencing.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-requests,2.32.3+dfsg-5+deb13u1,all,debian-13,requests,pkg:deb/debian/python3-requests@2.32.3+dfsg-5+deb13u1?arch=all&distro=debian-13&upstream=requests,SPDXRef-Package-deb-python3-requests-c83667bcfd4b53dc,true,09811ce4a6804ccf5358bdbaa952c412ddd2d6e6,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-requests/copyright, /var/lib/dpkg/info/python3-requests.md5sums, /var/lib/dpkg/info/python3-requests.list, /var/lib/dpkg/info/python3-requests.postinst, /var/lib/dpkg/info/python3-requests.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-rfc3339-validator,0.1.4-2,all,debian-13,rfc3339-validator,pkg:deb/debian/python3-rfc3339-validator@0.1.4-2?arch=all&distro=debian-13&upstream=rfc3339-validator,SPDXRef-Package-deb-python3-rfc3339-validator-e48bbba0c773de60,true,e541f09d2485739eb29fd83324c85638476da10a,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-rfc3339-validator/copyright, /var/lib/dpkg/info/python3-rfc3339-validator.md5sums, /var/lib/dpkg/info/python3-rfc3339-validator.list, /var/lib/dpkg/info/python3-rfc3339-validator.postinst, /var/lib/dpkg/info/python3-rfc3339-validator.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-rfc3986-validator,0.1.1-2,all,debian-13,rfc3986-validator,pkg:deb/debian/python3-rfc3986-validator@0.1.1-2?arch=all&distro=debian-13&upstream=rfc3986-validator,SPDXRef-Package-deb-python3-rfc3986-validator-673d670ebbb04101,true,1c37ee94fe3ca26e1ee7f89a35c001b5724c2f0a,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-rfc3986-validator/copyright, /var/lib/dpkg/info/python3-rfc3986-validator.md5sums, /var/lib/dpkg/info/python3-rfc3986-validator.list, /var/lib/dpkg/info/python3-rfc3986-validator.postinst, /var/lib/dpkg/info/python3-rfc3986-validator.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-rfc3987,1.3.8-3,all,debian-13,python-rfc3987,pkg:deb/debian/python3-rfc3987@1.3.8-3?arch=all&distro=debian-13&upstream=python-rfc3987,SPDXRef-Package-deb-python3-rfc3987-b14aca258dce5821,true,115a7b03798ff4c53b21a45b37c3f9b33e1fd432,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-rfc3987/copyright, /var/lib/dpkg/info/python3-rfc3987.md5sums, /var/lib/dpkg/info/python3-rfc3987.list, /var/lib/dpkg/info/python3-rfc3987.postinst, /var/lib/dpkg/info/python3-rfc3987.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-rich,13.9.4-1,all,debian-13,rich,pkg:deb/debian/python3-rich@13.9.4-1?arch=all&distro=debian-13&upstream=rich,SPDXRef-Package-deb-python3-rich-9924a466e21a452d,true,73179610b40017f1c6e63692a6e41cfba1e0e2cd,Person: Sandro Tosi (morph@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-rich/copyright, /var/lib/dpkg/info/python3-rich.md5sums, /var/lib/dpkg/info/python3-rich.list, /var/lib/dpkg/info/python3-rich.postinst, /var/lib/dpkg/info/python3-rich.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-rpds-py,0.21.0-2+b1,arm64,debian-13,rpds-py@0.21.0-2,pkg:deb/debian/python3-rpds-py@0.21.0-2+b1?arch=arm64&distro=debian-13&upstream=rpds-py@0.21.0-2,SPDXRef-Package-deb-python3-rpds-py-835d93f41119d53e,true,a74ddb7759525858b31e0017184e47180e884633,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-rpds-py/copyright, /var/lib/dpkg/info/python3-rpds-py.md5sums, /var/lib/dpkg/info/python3-rpds-py.list, /var/lib/dpkg/info/python3-rpds-py.postinst, /var/lib/dpkg/info/python3-rpds-py.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-rpi-lgpio,0.6-0~rpt1+trixie,all,debian-13,rpi-lgpio,pkg:deb/debian/python3-rpi-lgpio@0.6-0~rpt1+trixie?arch=all&distro=debian-13&upstream=rpi-lgpio,SPDXRef-Package-deb-python3-rpi-lgpio-6ac78e710c1cea09,true,75c5aefbd66f8e90ca2fb4d92804cfd06cfe6afe,Person: Serge Schneider (serge@raspberrypi.com),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-rpi-lgpio/copyright, /var/lib/dpkg/info/python3-rpi-lgpio.md5sums, /var/lib/dpkg/info/python3-rpi-lgpio.list, /var/lib/dpkg/info/python3-rpi-lgpio.postinst, /var/lib/dpkg/info/python3-rpi-lgpio.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-setuptools-whl,78.1.1-0.1,all,debian-13,setuptools,pkg:deb/debian/python3-setuptools-whl@78.1.1-0.1?arch=all&distro=debian-13&upstream=setuptools,SPDXRef-Package-deb-python3-setuptools-whl-fad8c9725b44729b,true,fc781905501b6b4990ccbc96e5e07738782dc042,Person: Matthias Klose (doko@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-setuptools-whl/copyright, /var/lib/dpkg/info/python3-setuptools-whl.md5sums, /var/lib/dpkg/info/python3-setuptools-whl.list",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-smbus2,0.4.3-1,arm64,debian-13,smbus2,pkg:deb/debian/python3-smbus2@0.4.3-1?arch=arm64&distro=debian-13&upstream=smbus2,SPDXRef-Package-deb-python3-smbus2-1593fd10a5b93619,true,abc669f71a7cc0d0046ea24d9ac0d967346bb27d,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-smbus2/copyright, /var/lib/dpkg/info/python3-smbus2.md5sums, /var/lib/dpkg/info/python3-smbus2.list, /var/lib/dpkg/info/python3-smbus2.postinst, /var/lib/dpkg/info/python3-smbus2.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-spidev,3.6-1+b6,arm64,debian-13,spidev@3.6-1,pkg:deb/debian/python3-spidev@3.6-1+b6?arch=arm64&distro=debian-13&upstream=spidev@3.6-1,SPDXRef-Package-deb-python3-spidev-de748ce043975631,true,ec52c646ad977071073abf443dd0dc2abcc54c2d,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-spidev/copyright, /var/lib/dpkg/info/python3-spidev.md5sums, /var/lib/dpkg/info/python3-spidev.list",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-typeshed,0.0~git20241223.ea91db2-1,all,debian-13,typeshed,pkg:deb/debian/python3-typeshed@0.0~git20241223.ea91db2-1?arch=all&distro=debian-13&upstream=typeshed,SPDXRef-Package-deb-python3-typeshed-545fcd28974ec3f9,true,42aa90be851166836e9d9afc3dd9e27e3f4ac23c,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-typeshed/copyright, /var/lib/dpkg/info/python3-typeshed.md5sums, /var/lib/dpkg/info/python3-typeshed.list",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-uc-micro,1.0.3-1,all,debian-13,uc-micro-py,pkg:deb/debian/python3-uc-micro@1.0.3-1?arch=all&distro=debian-13&upstream=uc-micro-py,SPDXRef-Package-deb-python3-uc-micro-2438ad60fa7be409,true,5d32ab11ff789b9bd7ef0500d8cb6b6186a169d4,Person: Georges Khaznadar (georgesk@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-uc-micro/copyright, /var/lib/dpkg/info/python3-uc-micro.md5sums, /var/lib/dpkg/info/python3-uc-micro.list, /var/lib/dpkg/info/python3-uc-micro.postinst, /var/lib/dpkg/info/python3-uc-micro.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-uritemplate,4.1.1-3,all,debian-13,python-uritemplate,pkg:deb/debian/python3-uritemplate@4.1.1-3?arch=all&distro=debian-13&upstream=python-uritemplate,SPDXRef-Package-deb-python3-uritemplate-47ec958faf516fd7,true,d05f253d11957a9c1f947d220cbf9aff6f26c10f,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-uritemplate/copyright, /var/lib/dpkg/info/python3-uritemplate.md5sums, /var/lib/dpkg/info/python3-uritemplate.list, /var/lib/dpkg/info/python3-uritemplate.postinst, /var/lib/dpkg/info/python3-uritemplate.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-urllib3,2.3.0-3+deb13u1,all,debian-13,python-urllib3,pkg:deb/debian/python3-urllib3@2.3.0-3+deb13u1?arch=all&distro=debian-13&upstream=python-urllib3,SPDXRef-Package-deb-python3-urllib3-61ce93fd4a6b779a,true,a26c98be0bd866d5334dc51f5b81a704e68406a4,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3-urllib3/copyright, /var/lib/dpkg/info/python3-urllib3.md5sums, /var/lib/dpkg/info/python3-urllib3.list, /var/lib/dpkg/info/python3-urllib3.postinst, /var/lib/dpkg/info/python3-urllib3.prerm",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
python3-venv,3.13.5-1,arm64,debian-13,python3-defaults,pkg:deb/debian/python3-venv@3.13.5-1?arch=arm64&distro=debian-13&upstream=python3-defaults,SPDXRef-Package-deb-python3-venv-0d2e6b88cf6aacd8,false,,Person: Matthias Klose (doko@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/python3/copyright, /var/lib/dpkg/info/python3-venv.md5sums, /var/lib/dpkg/info/python3-venv.list",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
