hold_id,hold,state,closure_evidence,warning
HOLD-273,"HR-V0-J2-STOP-FEA-P0.1: Bolt/frame/extrusion contact, preload, clearance, slip and prying are modeled and physically calibrated",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-274,"HR-V0-J2-STOP-FEA-P0.1: Material lot, orientation, machining effects and qualified allowables/factors are accepted",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-275,"HR-V0-J2-STOP-FEA-P0.1: Accepted inertia, speed, current-decay, bumper force-stroke and event-spectrum inputs drive dynamic analysis",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-276,"HR-V0-J2-STOP-FEA-P0.1: Deflection, overtravel, rebound, fatigue and damage acceptance limits are qualified",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-277,"HR-V0-J2-STOP-FEA-P0.1: Provider DFM, drawings, FAI and received geometry/material evidence are accepted",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-278,HR-V0-J2-STOP-FEA-P0.1: Single-rail and twin-rail strain/force/angle proof tests correlate to the model,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-279,HR-V0-J2-STOP-FEA-P0.1: Configuration-bound qualified release and separate work authority are signed,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-280,"HR-V0-J2-STOP-SIDEWEB-FEA-P0.1: Qualified reviewer accepts P0.11 CAD, contact-normal extraction, 118 degree retuned striker datum and analysis scope",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-281,"HR-V0-J2-STOP-SIDEWEB-FEA-P0.1: C07 M2.5 length, grip, head/nut/washer stack, torque, locking, reuse and tool access are selected and accepted",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-282,"HR-V0-J2-STOP-SIDEWEB-FEA-P0.1: C06 and C07 bolt/frame/extrusion contact, preload, clearance, slip, bearing and prying are modeled and physically calibrated",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-283,"HR-V0-J2-STOP-SIDEWEB-FEA-P0.1: Nonlinear C06/C07 one-rail and twin-rail contact including tolerance, edge contact and first-contact mismatch is converged",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-284,"HR-V0-J2-STOP-SIDEWEB-FEA-P0.1: Received 6061-T651 material identity, MTR, orientation, machining effects and qualified allowables/factors are accepted",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-285,"HR-V0-J2-STOP-SIDEWEB-FEA-P0.1: Accepted inertia, approach/overspeed, motor-current decay, bumper force-stroke and event spectrum drive dynamic analysis",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-286,"HR-V0-J2-STOP-SIDEWEB-FEA-P0.1: Deflection, stopping travel, overtravel, rebound, fatigue and damage acceptance limits are qualified",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-287,"HR-V0-J2-STOP-SIDEWEB-FEA-P0.1: Guard, receiver and cable envelopes are regenerated for the 108 mm contact envelope and accepted",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-288,"HR-V0-J2-STOP-SIDEWEB-FEA-P0.1: Provider DFM, conventional drawings, datum/GD&T scheme and first-article plan are accepted",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-289,"HR-V0-J2-STOP-SIDEWEB-FEA-P0.1: Received C06/C07 geometry, material, fastener stacks, mass and unpowered fit/contact marks pass inspection",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-290,HR-V0-J2-STOP-SIDEWEB-FEA-P0.1: Single-rail and twin-rail strain/force/angle proof and stopping tests correlate to accepted models,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-291,HR-V0-J2-STOP-SIDEWEB-FEA-P0.1: Configuration-bound qualified release and separate work authority are signed,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-292,"HR-V0-J2-STOP-ACCESS-WELL-FEA-P0.1: Qualified reviewer accepts P0.12 CAD, contact-normal extraction, 118 degree retuned striker datum and analysis scope",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-293,"HR-V0-J2-STOP-ACCESS-WELL-FEA-P0.1: C07 M2.5 length, grip, head/nut/washer stack, torque, locking, reuse and tool access are selected and accepted",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-294,"HR-V0-J2-STOP-ACCESS-WELL-FEA-P0.1: C06 and C07 bolt/frame/extrusion contact, preload, clearance, slip, bearing and prying are modeled and physically calibrated",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-295,"HR-V0-J2-STOP-ACCESS-WELL-FEA-P0.1: Nonlinear C06/C07 one-rail and twin-rail contact including tolerance, edge contact and first-contact mismatch is converged",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-296,"HR-V0-J2-STOP-ACCESS-WELL-FEA-P0.1: Received 6061-T651 material identity, MTR, orientation, machining effects and qualified allowables/factors are accepted",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-297,"HR-V0-J2-STOP-ACCESS-WELL-FEA-P0.1: Accepted inertia, approach/overspeed, motor-current decay, bumper force-stroke and event spectrum drive dynamic analysis",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-298,"HR-V0-J2-STOP-ACCESS-WELL-FEA-P0.1: Deflection, stopping travel, overtravel, rebound, fatigue and damage acceptance limits are qualified",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-299,"HR-V0-J2-STOP-ACCESS-WELL-FEA-P0.1: Guard, receiver and cable envelopes are regenerated for the 108 mm contact envelope and accepted",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-300,"HR-V0-J2-STOP-ACCESS-WELL-FEA-P0.1: Provider DFM, conventional drawings, datum/GD&T scheme and first-article plan are accepted",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-301,"HR-V0-J2-STOP-ACCESS-WELL-FEA-P0.1: Received C06/C07 geometry, material, fastener stacks, mass and unpowered fit/contact marks pass inspection",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-302,HR-V0-J2-STOP-ACCESS-WELL-FEA-P0.1: Single-rail and twin-rail strain/force/angle proof and stopping tests correlate to accepted models,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-303,HR-V0-J2-STOP-ACCESS-WELL-FEA-P0.1: Configuration-bound qualified release and separate work authority are signed,NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-304,"HR-V0-J2-STOP-ACCESS-WELL-FEA-P0.1: Exact currently purchasable A04 hardware and installation tool are selected, received and inspected",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-305,"HR-V0-J2-STOP-ACCESS-WELL-FEA-P0.1: A04 joined-load model includes preload, friction/slip, prying, S102 flexibility, bearing, thread/head/nut/washer behavior and tolerances",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-306,"HR-V0-J2-STOP-ACCESS-WELL-FEA-P0.1: Access-well geometry and A04 installation pass FAI, tool-access, torque/locking and proof tests",NOT EXECUTED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-307,HR-V0-A04-JOINT-P0.1: Current same-session supplier quote/cart confirms every exact order code and quantity,NOT EXECUTED,see verification-plan.csv and controlled raw evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-308,HR-V0-A04-JOINT-P0.1: Manufacturer/lot identity and required certificates are received and accepted,NOT EXECUTED,see verification-plan.csv and controlled raw evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-309,HR-V0-A04-JOINT-P0.1: Screw length and nut-height tolerances plus received measurements close thread projection,NOT EXECUTED,see verification-plan.csv and controlled raw evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-310,"HR-V0-A04-JOINT-P0.1: S102 thickness, material, thread condition and structural allowables are accepted",NOT EXECUTED,see verification-plan.csv and controlled raw evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-311,"HR-V0-A04-JOINT-P0.1: Nut proof, prevailing-torque distribution and mixed Class 12.9/Class 8 compatibility are accepted",NOT EXECUTED,see verification-plan.csv and controlled raw evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-312,HR-V0-A04-JOINT-P0.1: Torque-preload trials define an accepted dry installation torque and clamp-force window,NOT EXECUTED,see verification-plan.csv and controlled raw evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-313,"HR-V0-A04-JOINT-P0.1: Joined analysis closes slip, separation, prying, sheet flexibility, bearing and thread/head/nut/washer modes",NOT EXECUTED,see verification-plan.csv and controlled raw evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-314,"HR-V0-A04-JOINT-P0.1: Straight blade, access well, socket engagement, seating and XM540 clearance pass physical FAI",NOT EXECUTED,see verification-plan.csv and controlled raw evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-315,"HR-V0-A04-JOINT-P0.1: Single-use nut, witness-mark, calibration, corrosion, temperature and inspection controls are released",NOT EXECUTED,see verification-plan.csv and controlled raw evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-316,HR-V0-A04-JOINT-P0.1: Unpowered single-rail and twin-rail proof tests pass qualified limits,NOT EXECUTED,see verification-plan.csv and controlled raw evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-317,HR-V0-A04-JOINT-P0.1: Configuration-bound qualified mechanical acceptance is signed,NOT EXECUTED,see verification-plan.csv and controlled raw evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-318,"HR-V0-A04-JOINT-P0.1: Separate procurement, assembly and any later powered-work authorities are signed",NOT EXECUTED,see verification-plan.csv and controlled raw evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-319,"HR-V0-J2-SOFT-CONTACT-PAD-P0.1: Current supplier quote, exact 2300327 identity, lot and CoC accepted",NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-320,"HR-V0-J2-SOFT-CONTACT-PAD-P0.1: Incoming thickness, coupon geometry and captive retention pass inspection",NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-321,HR-V0-J2-SOFT-CONTACT-PAD-P0.1: Exact contact point/normal and work path through tolerance are accepted,NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-322,HR-V0-J2-SOFT-CONTACT-PAD-P0.1: As-built inertia including reflected rotor is measured and accepted,NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-323,HR-V0-J2-SOFT-CONTACT-PAD-P0.1: Maximum approach/fault speed and current/torque decay are measured,NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-324,"HR-V0-J2-SOFT-CONTACT-PAD-P0.1: Dynamic force-stroke, hysteresis, bottom-out and rebound are characterized",NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-325,"HR-V0-J2-SOFT-CONTACT-PAD-P0.1: Temperature, aging, contamination, compression-set and life limits are qualified",NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-326,HR-V0-J2-SOFT-CONTACT-PAD-P0.1: Single-rail and twin-rail tests correlate with accepted nonlinear model,NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-327,HR-V0-J2-SOFT-CONTACT-PAD-P0.1: Metal backup C06/C07 and full joined load path are accepted independently,NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-328,HR-V0-J2-SOFT-CONTACT-PAD-P0.1: Guard/overtravel/pinch envelope includes pad tolerance and failure,NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-329,HR-V0-J2-SOFT-CONTACT-PAD-P0.1: Qualified release confirms pad has zero sole structural-stop and safety credit,NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-330,"HR-V0-J2-SOFT-CONTACT-PAD-P0.1: Separate procurement, assembly and powered-work authorities are signed",NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-331,"HR-V0-J2-SOFT-CONTACT-PAD-P0.2: Current supplier quote, exact 2300327 identity, lot and CoC accepted",NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-332,"HR-V0-J2-SOFT-CONTACT-PAD-P0.2: Incoming thickness, coupon geometry and captive retention pass inspection",NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-333,"HR-V0-J2-SOFT-CONTACT-PAD-P0.2: Installed protrusion and metal-backup gap are dimensioned, toleranced and accepted",NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-334,HR-V0-J2-SOFT-CONTACT-PAD-P0.2: Exact contact point/normal/work path through tolerance and deformation are accepted,NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-335,HR-V0-J2-SOFT-CONTACT-PAD-P0.2: As-built inertia including reflected rotor is measured and accepted,NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-336,HR-V0-J2-SOFT-CONTACT-PAD-P0.2: Maximum approach/fault speed and current/torque decay are measured,NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-337,"HR-V0-J2-SOFT-CONTACT-PAD-P0.2: Dynamic force-stroke, hysteresis, bottom-out and rebound are characterized",NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-338,"HR-V0-J2-SOFT-CONTACT-PAD-P0.2: Temperature, aging, contamination, compression-set and life limits are qualified",NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-339,HR-V0-J2-SOFT-CONTACT-PAD-P0.2: Single-rail and twin-rail tests correlate with accepted nonlinear model,NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-340,HR-V0-J2-SOFT-CONTACT-PAD-P0.2: Metal backup C06/C07 and full joined load path are accepted independently,NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-341,"HR-V0-J2-SOFT-CONTACT-PAD-P0.2: Guard/overtravel/pinch envelope includes pad tolerance, loss and failure",NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-342,"HR-V0-J2-SOFT-CONTACT-PAD-P0.2: Qualified release plus separate procurement, assembly and powered-work authorities are signed",NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-343,"HR-V0-J2-PAD-POCKET-P0.1: Current converter quote binds Rogers 2300327, 3M 467MP, PET-side lamination, 40 x 12 mm R1.5 coupons, tolerances, lot traceability and CoC",NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-344,HR-V0-J2-PAD-POCKET-P0.1: 3M/Rogers or qualified materials reviewer accepts the aluminum-467MP-PET/PORON application and surface-preparation process,NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-345,HR-V0-J2-PAD-POCKET-P0.1: Received laminated-stack thickness is mapped with a qualified low-force method and dependent pocket depth is released lot-by-lot,NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-346,HR-V0-J2-PAD-POCKET-P0.1: Machine supplier accepts R2 pocket DFM and reports as-built plan/depth/finish without using 0.520 mm as production depth,NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-347,"HR-V0-J2-PAD-POCKET-P0.1: Installed protrusion candidate band 0.100..0.200 mm is accepted against stopping, guard, pinch and contact requirements",NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-348,"HR-V0-J2-PAD-POCKET-P0.1: First article passes pocket, protrusion, retention and continuous metal-backup inspections",NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-349,"HR-V0-J2-PAD-POCKET-P0.1: Pad-absent, one-pad, bottom-out, rebound, migration and jam fault tests pass defined limits",NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HOLD-350,"HR-V0-J2-PAD-POCKET-P0.1: Dynamic force-stroke, current/torque decay, stopping time/angle and energy integration pass at accepted approach/fault speeds",NOT EXECUTED,controlled physical result and qualified acceptance,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
