child_id,parent_id,sequence,level,child_statement,priority,verification_id,parent_procedure_evidence,parent_procedure_acceptance,child_acceptance_criterion_candidate,required_result_fields,child_acceptance_binding,internal_atomicity_screen,status,evidence_uri,accountable_person,approver_person,decision,warning
SAFE-003-A11,SAFE-003,11,safety,Any HR-V0 configuration whose fixed guard cannot contain assumed watchdog failure shall validate its selected safety-rated control-loss architecture before motion release.,MUST,ANALYSIS-SAFE-001,Completed signed allocation template risk worksheets reviewer competence and independence record controlled standard revisions and residual-risk disposition,Every operating mode and lifecycle task has documented severity exposure avoidance risk-reduction measures credited function boundary safe state response budget demand assumptions integrity target and accountable qualified approval,PASS only if executed ANALYSIS-SAFE-001 configuration-bound evidence demonstrates: Any HR-V0 configuration whose fixed guard cannot contain assumed watchdog failure shall validate its selected safety-rated control-loss architecture before motion release.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-004-A01,SAFE-004,1,safety,Fixed shielding shall be installed before any powered HR-V0 fixture test.,MUST,INSPECT-SAFE-001,Pre-test inspection record,Shield installed and 600 mm controlled boundary maintained,PASS only if executed INSPECT-SAFE-001 configuration-bound evidence demonstrates: Fixed shielding shall be installed before any powered HR-V0 fixture test.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-004-A02,SAFE-004,2,safety,A controlled 600 mm exclusion boundary shall be established before any powered HR-V0 fixture test.,MUST,INSPECT-SAFE-001,Pre-test inspection record,Shield installed and 600 mm controlled boundary maintained,PASS only if executed INSPECT-SAFE-001 configuration-bound evidence demonstrates: A controlled 600 mm exclusion boundary shall be established before any powered HR-V0 fixture test.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-007-A01,SAFE-007,1,safety,Each powered joint shall have independently enforced software limits.,MUST,INSPECT-MECH-002,Inspection record with photos,Stops prevent cable shield and pinch contact with released clearance,PASS only if executed INSPECT-MECH-002 configuration-bound evidence demonstrates: Each powered joint shall have independently enforced software limits.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-007-A02,SAFE-007,2,safety,Each powered joint shall have mechanical hard stops that engage before any cable contact.,MUST,INSPECT-MECH-002,Inspection record with photos,Stops prevent cable shield and pinch contact with released clearance,PASS only if executed INSPECT-MECH-002 configuration-bound evidence demonstrates: Each powered joint shall have mechanical hard stops that engage before any cable contact.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-007-A03,SAFE-007,3,safety,Each powered joint shall have mechanical hard stops that engage before any shield contact.,MUST,INSPECT-MECH-002,Inspection record with photos,Stops prevent cable shield and pinch contact with released clearance,PASS only if executed INSPECT-MECH-002 configuration-bound evidence demonstrates: Each powered joint shall have mechanical hard stops that engage before any shield contact.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-008-A01,SAFE-008,1,safety,Restart eligibility after a safety or diagnostic dropout shall require removal of the initiating cause.,MUST,TEST-SAFE-003,Raw traces and report,Only cause removal then physical reset then distinct ARM permits a fresh command,PASS only if executed TEST-SAFE-003 configuration-bound evidence demonstrates: Restart eligibility after a safety or diagnostic dropout shall require removal of the initiating cause.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-008-A02,SAFE-008,2,safety,Restart eligibility after a safety or diagnostic dropout shall require a valid monitored physical RESET action.,MUST,TEST-SAFE-003,Raw traces and report,Only cause removal then physical reset then distinct ARM permits a fresh command,PASS only if executed TEST-SAFE-003 configuration-bound evidence demonstrates: Restart eligibility after a safety or diagnostic dropout shall require a valid monitored physical RESET action.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-008-A03,SAFE-008,3,safety,Restart eligibility after RESET shall require a later distinct physical ARM action.,MUST,TEST-SAFE-003,Raw traces and report,Only cause removal then physical reset then distinct ARM permits a fresh command,PASS only if executed TEST-SAFE-003 configuration-bound evidence demonstrates: Restart eligibility after RESET shall require a later distinct physical ARM action.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-008-A04,SAFE-008,4,safety,RESET shall not command torque.,MUST,TEST-SAFE-003,Raw traces and report,Only cause removal then physical reset then distinct ARM permits a fresh command,PASS only if executed TEST-SAFE-003 configuration-bound evidence demonstrates: RESET shall not command torque.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-008-A05,SAFE-008,5,safety,Motion after a safety or diagnostic dropout shall require a fresh validated trajectory.,MUST,TEST-SAFE-003,Raw traces and report,Only cause removal then physical reset then distinct ARM permits a fresh command,PASS only if executed TEST-SAFE-003 configuration-bound evidence demonstrates: Motion after a safety or diagnostic dropout shall require a fresh validated trajectory.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-008-A06,SAFE-008,6,safety,RESET shall not command motion.,MUST,TEST-SAFE-003,Raw traces and report,Only cause removal then physical reset then distinct ARM permits a fresh command,PASS only if executed TEST-SAFE-003 configuration-bound evidence demonstrates: RESET shall not command motion.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-008-A07,SAFE-008,7,safety,ARM shall not command torque.,MUST,TEST-SAFE-003,Raw traces and report,Only cause removal then physical reset then distinct ARM permits a fresh command,PASS only if executed TEST-SAFE-003 configuration-bound evidence demonstrates: ARM shall not command torque.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-008-A08,SAFE-008,8,safety,ARM shall not command motion.,MUST,TEST-SAFE-003,Raw traces and report,Only cause removal then physical reset then distinct ARM permits a fresh command,PASS only if executed TEST-SAFE-003 configuration-bound evidence demonstrates: ARM shall not command motion.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-009-A01,SAFE-009,1,safety,Each powered full-body development phase shall define its response to sudden drive-energy loss.,MUST,TEST-POWERLOSS-001,Raw data video and report,Released protective response contains the robot within all pose-specific limits,PASS only if executed TEST-POWERLOSS-001 configuration-bound evidence demonstrates: Each powered full-body development phase shall define its response to sudden drive-energy loss.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-009-A02,SAFE-009,2,safety,Each powered full-body development phase shall test sudden drive-energy loss in every released pose.,MUST,TEST-POWERLOSS-001,Raw data video and report,Released protective response contains the robot within all pose-specific limits,PASS only if executed TEST-POWERLOSS-001 configuration-bound evidence demonstrates: Each powered full-body development phase shall test sudden drive-energy loss in every released pose.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-009-A03,SAFE-009,3,safety,Each powered full-body development phase shall test sudden drive-energy loss in every released mode.,MUST,TEST-POWERLOSS-001,Raw data video and report,Released protective response contains the robot within all pose-specific limits,PASS only if executed TEST-POWERLOSS-001 configuration-bound evidence demonstrates: Each powered full-body development phase shall test sudden drive-energy loss in every released mode.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-009-A04,SAFE-009,4,safety,A full-body phase shall not reduce restraint dependence until its SAFE-009 response evidence is accepted.,MUST,TEST-POWERLOSS-001,Raw data video and report,Released protective response contains the robot within all pose-specific limits,PASS only if executed TEST-POWERLOSS-001 configuration-bound evidence demonstrates: A full-body phase shall not reduce restraint dependence until its SAFE-009 response evidence is accepted.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-010-A01,SAFE-010,1,safety,A fixed tool-removable enclosure shall be installed before any actuator connection.,MUST,INSPECT-GUARD-001,Completed guard-clearance CSV CAD report photographs probe record and nonconformance disposition,Every guard inner surface remains beyond the released envelope by at least the released minimum clearance all panels require tools for removal and no selected probe reaches a hazardous zone,PASS only if executed INSPECT-GUARD-001 configuration-bound evidence demonstrates: A fixed tool-removable enclosure shall be installed before any actuator connection.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-010-A02,SAFE-010,2,safety,The enclosure inner boundary shall remain outside the released three-dimensional swept volume in every permitted pose and fault case.,MUST,INSPECT-GUARD-001,Completed guard-clearance CSV CAD report photographs probe record and nonconformance disposition,Every guard inner surface remains beyond the released envelope by at least the released minimum clearance all panels require tools for removal and no selected probe reaches a hazardous zone,PASS only if executed INSPECT-GUARD-001 configuration-bound evidence demonstrates: The enclosure inner boundary shall remain outside the released three-dimensional swept volume in every permitted pose and fault case.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-010-A03,SAFE-010,3,safety,The enclosure inner boundary shall remain outside the released worst-case stopping-travel volume in every permitted pose and fault case.,MUST,INSPECT-GUARD-001,Completed guard-clearance CSV CAD report photographs probe record and nonconformance disposition,Every guard inner surface remains beyond the released envelope by at least the released minimum clearance all panels require tools for removal and no selected probe reaches a hazardous zone,PASS only if executed INSPECT-GUARD-001 configuration-bound evidence demonstrates: The enclosure inner boundary shall remain outside the released worst-case stopping-travel volume in every permitted pose and fault case.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-010-A04,SAFE-010,4,safety,The enclosure inner boundary shall remain outside the released maximum-payload extent in every permitted pose and fault case.,MUST,INSPECT-GUARD-001,Completed guard-clearance CSV CAD report photographs probe record and nonconformance disposition,Every guard inner surface remains beyond the released envelope by at least the released minimum clearance all panels require tools for removal and no selected probe reaches a hazardous zone,PASS only if executed INSPECT-GUARD-001 configuration-bound evidence demonstrates: The enclosure inner boundary shall remain outside the released maximum-payload extent in every permitted pose and fault case.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-010-A05,SAFE-010,5,safety,The enclosure inner boundary shall remain outside the released build-and-calibration tolerance extent in every permitted pose and fault case.,MUST,INSPECT-GUARD-001,Completed guard-clearance CSV CAD report photographs probe record and nonconformance disposition,Every guard inner surface remains beyond the released envelope by at least the released minimum clearance all panels require tools for removal and no selected probe reaches a hazardous zone,PASS only if executed INSPECT-GUARD-001 configuration-bound evidence demonstrates: The enclosure inner boundary shall remain outside the released build-and-calibration tolerance extent in every permitted pose and fault case.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-010-A06,SAFE-010,6,safety,The enclosure shall preserve the released minimum clearance from the union of all SAFE-010 extents.,MUST,INSPECT-GUARD-001,Completed guard-clearance CSV CAD report photographs probe record and nonconformance disposition,Every guard inner surface remains beyond the released envelope by at least the released minimum clearance all panels require tools for removal and no selected probe reaches a hazardous zone,PASS only if executed INSPECT-GUARD-001 configuration-bound evidence demonstrates: The enclosure shall preserve the released minimum clearance from the union of all SAFE-010 extents.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-011-A01,SAFE-011,1,safety,A fixed receiver or catch shall contain the permitted foam object after commanded release from every released pose.,MUST,TEST-DROP-001,Completed drop-containment CSV synchronized video photographs and inspection report,Every trial remains inside the fixed catch and guard with no escape rebound access or damage beyond released limits,PASS only if executed TEST-DROP-001 configuration-bound evidence demonstrates: A fixed receiver or catch shall contain the permitted foam object after commanded release from every released pose.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-011-A02,SAFE-011,2,safety,A fixed receiver or catch shall contain the permitted foam object after gripper fault from every released pose.,MUST,TEST-DROP-001,Completed drop-containment CSV synchronized video photographs and inspection report,Every trial remains inside the fixed catch and guard with no escape rebound access or damage beyond released limits,PASS only if executed TEST-DROP-001 configuration-bound evidence demonstrates: A fixed receiver or catch shall contain the permitted foam object after gripper fault from every released pose.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-011-A03,SAFE-011,3,safety,A fixed receiver or catch shall contain the permitted foam object after actuator-power loss from every released pose.,MUST,TEST-DROP-001,Completed drop-containment CSV synchronized video photographs and inspection report,Every trial remains inside the fixed catch and guard with no escape rebound access or damage beyond released limits,PASS only if executed TEST-DROP-001 configuration-bound evidence demonstrates: A fixed receiver or catch shall contain the permitted foam object after actuator-power loss from every released pose.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-011-A04,SAFE-011,4,safety,The contained object shall not escape into an accessible area during any released SAFE-011 case.,MUST,TEST-DROP-001,Completed drop-containment CSV synchronized video photographs and inspection report,Every trial remains inside the fixed catch and guard with no escape rebound access or damage beyond released limits,PASS only if executed TEST-DROP-001 configuration-bound evidence demonstrates: The contained object shall not escape into an accessible area during any released SAFE-011 case.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-001-A01,STANCE-001,1,stance,Both HR-30C feet shall remain in contact with the released support surface during STANCE-001 acceptance.,MUST,TEST-STANCE-001,Raw force and pose data,Feet support measured weight for 120 s and restraint has no sustained support,PASS only if executed TEST-STANCE-001 configuration-bound evidence demonstrates: Both HR-30C feet shall remain in contact with the released support surface during STANCE-001 acceptance.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-001-A02,STANCE-001,2,stance,The two feet shall support 100 percent of measured static robot weight during STANCE-001 acceptance.,MUST,TEST-STANCE-001,Raw force and pose data,Feet support measured weight for 120 s and restraint has no sustained support,PASS only if executed TEST-STANCE-001 configuration-bound evidence demonstrates: The two feet shall support 100 percent of measured static robot weight during STANCE-001 acceptance.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-001-A03,STANCE-001,3,stance,The STANCE-001 load condition shall be maintained for 120 seconds.,MUST,TEST-STANCE-001,Raw force and pose data,Feet support measured weight for 120 s and restraint has no sustained support,PASS only if executed TEST-STANCE-001 configuration-bound evidence demonstrates: The STANCE-001 load condition shall be maintained for 120 seconds.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
