child_id,parent_id,verification_id,procedure_revision,configuration_id,observed_value_or_state,acceptance_limit,result_PASS_or_FAIL,evidence_uri,executor,timestamp,reviewer,decision,warning
SAFE-008-A08,SAFE-008,TEST-SAFE-003,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-SAFE-003 configuration-bound evidence demonstrates: ARM shall not command motion.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-009-A01,SAFE-009,TEST-POWERLOSS-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-POWERLOSS-001 configuration-bound evidence demonstrates: Each powered full-body development phase shall define its response to sudden drive-energy loss.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-009-A02,SAFE-009,TEST-POWERLOSS-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-POWERLOSS-001 configuration-bound evidence demonstrates: Each powered full-body development phase shall test sudden drive-energy loss in every released pose.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-009-A03,SAFE-009,TEST-POWERLOSS-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-POWERLOSS-001 configuration-bound evidence demonstrates: Each powered full-body development phase shall test sudden drive-energy loss in every released mode.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-009-A04,SAFE-009,TEST-POWERLOSS-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-POWERLOSS-001 configuration-bound evidence demonstrates: A full-body phase shall not reduce restraint dependence until its SAFE-009 response evidence is accepted.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-010-A01,SAFE-010,INSPECT-GUARD-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-GUARD-001 configuration-bound evidence demonstrates: A fixed tool-removable enclosure shall be installed before any actuator connection.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-010-A02,SAFE-010,INSPECT-GUARD-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-GUARD-001 configuration-bound evidence demonstrates: The enclosure inner boundary shall remain outside the released three-dimensional swept volume in every permitted pose and fault case.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-010-A03,SAFE-010,INSPECT-GUARD-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-GUARD-001 configuration-bound evidence demonstrates: The enclosure inner boundary shall remain outside the released worst-case stopping-travel volume in every permitted pose and fault case.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-010-A04,SAFE-010,INSPECT-GUARD-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-GUARD-001 configuration-bound evidence demonstrates: The enclosure inner boundary shall remain outside the released maximum-payload extent in every permitted pose and fault case.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-010-A05,SAFE-010,INSPECT-GUARD-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-GUARD-001 configuration-bound evidence demonstrates: The enclosure inner boundary shall remain outside the released build-and-calibration tolerance extent in every permitted pose and fault case.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-010-A06,SAFE-010,INSPECT-GUARD-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-GUARD-001 configuration-bound evidence demonstrates: The enclosure shall preserve the released minimum clearance from the union of all SAFE-010 extents.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-011-A01,SAFE-011,TEST-DROP-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-DROP-001 configuration-bound evidence demonstrates: A fixed receiver or catch shall contain the permitted foam object after commanded release from every released pose.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-011-A02,SAFE-011,TEST-DROP-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-DROP-001 configuration-bound evidence demonstrates: A fixed receiver or catch shall contain the permitted foam object after gripper fault from every released pose.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-011-A03,SAFE-011,TEST-DROP-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-DROP-001 configuration-bound evidence demonstrates: A fixed receiver or catch shall contain the permitted foam object after actuator-power loss from every released pose.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-011-A04,SAFE-011,TEST-DROP-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-DROP-001 configuration-bound evidence demonstrates: The contained object shall not escape into an accessible area during any released SAFE-011 case.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-001-A01,STANCE-001,TEST-STANCE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-STANCE-001 configuration-bound evidence demonstrates: Both HR-30C feet shall remain in contact with the released support surface during STANCE-001 acceptance.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-001-A02,STANCE-001,TEST-STANCE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-STANCE-001 configuration-bound evidence demonstrates: The two feet shall support 100 percent of measured static robot weight during STANCE-001 acceptance.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-001-A03,STANCE-001,TEST-STANCE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-STANCE-001 configuration-bound evidence demonstrates: The STANCE-001 load condition shall be maintained for 120 seconds.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-001-A04,STANCE-001,TEST-STANCE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-STANCE-001 configuration-bound evidence demonstrates: The connected restraint shall supply no sustained support during STANCE-001 acceptance.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-002-A01,STANCE-002,TEST-STANCE-002,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-STANCE-002 configuration-bound evidence demonstrates: HR-30C shall complete exactly 100 commanded bilateral weight shifts during STANCE-002 acceptance.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-002-A02,STANCE-002,TEST-STANCE-002,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-STANCE-002 configuration-bound evidence demonstrates: Both feet shall remain in contact throughout each accepted STANCE-002 shift.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-002-A03,STANCE-002,TEST-STANCE-002,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-STANCE-002 configuration-bound evidence demonstrates: Each STANCE-002 shift shall remain within released force limits.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-002-A04,STANCE-002,TEST-STANCE-002,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-STANCE-002 configuration-bound evidence demonstrates: Each STANCE-002 shift shall remain within released attitude limits.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-002-A05,STANCE-002,TEST-STANCE-002,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-STANCE-002 configuration-bound evidence demonstrates: Each STANCE-002 shift shall remain within released joint-tracking limits.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-002-A06,STANCE-002,TEST-STANCE-002,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-STANCE-002 configuration-bound evidence demonstrates: Each STANCE-002 shift shall remain within released thermal limits.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-002-A07,STANCE-002,TEST-STANCE-002,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-STANCE-002 configuration-bound evidence demonstrates: Each STANCE-002 shift shall remain within released current limits.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-002-A08,STANCE-002,TEST-STANCE-002,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-STANCE-002 configuration-bound evidence demonstrates: Each STANCE-002 shift shall remain within released control-deadline limits.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-003-A01,STANCE-003,TEST-STANCE-003,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-STANCE-003 configuration-bound evidence demonstrates: Loss of valid planner state during HR-30C stance shall produce the released restrained response.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-003-A02,STANCE-003,TEST-STANCE-003,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-STANCE-003 configuration-bound evidence demonstrates: Loss of sensor validity during HR-30C stance shall produce the released restrained response.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-003-A03,STANCE-003,TEST-STANCE-003,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-STANCE-003 configuration-bound evidence demonstrates: Loss of a required control deadline during HR-30C stance shall produce the released restrained response.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-003-A04,STANCE-003,TEST-STANCE-003,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-STANCE-003 configuration-bound evidence demonstrates: Loss of supply health during HR-30C stance shall produce the released restrained response.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-003-A05,STANCE-003,TEST-STANCE-003,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-STANCE-003 configuration-bound evidence demonstrates: Each STANCE-003 response shall latch a restart-required fault.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-004-A01,STANCE-004,AUDIT-STANCE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-STANCE-001 configuration-bound evidence demonstrates: HR-30C powered-stance testing shall not begin until HR-30B acceptance is approved.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-004-A02,STANCE-004,AUDIT-STANCE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-STANCE-001 configuration-bound evidence demonstrates: HR-30C powered-stance testing shall not begin until W0 actuator evidence is approved.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-004-A03,STANCE-004,AUDIT-STANCE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-STANCE-001 configuration-bound evidence demonstrates: HR-30C powered-stance testing shall not begin until W1 joint evidence is approved.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-004-A04,STANCE-004,AUDIT-STANCE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-STANCE-001 configuration-bound evidence demonstrates: HR-30C powered-stance testing shall not begin until restraint proof is approved.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-004-A05,STANCE-004,AUDIT-STANCE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-STANCE-001 configuration-bound evidence demonstrates: HR-30C powered-stance testing shall not begin until sensor calibration is approved.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-004-A06,STANCE-004,AUDIT-STANCE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-STANCE-001 configuration-bound evidence demonstrates: HR-30C powered-stance testing shall not begin until every enabled-axis qualification record is approved.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SYS-001-A01,SYS-001,INSPECT-SYS-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-SYS-001 configuration-bound evidence demonstrates: HR-V0 shall be fixed to the accepted bench interface.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SYS-001-A02,SYS-001,INSPECT-SYS-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-SYS-001 configuration-bound evidence demonstrates: HR-V0 shall have exactly two powered arm rotation axes.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SYS-001-A03,SYS-001,INSPECT-SYS-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-SYS-001 configuration-bound evidence demonstrates: HR-V0 shall have exactly one powered gripper axis.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SYS-002-A01,SYS-002,TEST-HAND-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-HAND-001 configuration-bound evidence demonstrates: HR-V0 shall transfer exactly one controlled soft-foam object per accepted cycle.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SYS-002-A02,SYS-002,TEST-HAND-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-HAND-001 configuration-bound evidence demonstrates: The accepted handoff object mass including measurement uncertainty shall not exceed 100 g.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SYS-002-A03,SYS-002,TEST-HAND-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-HAND-001 configuration-bound evidence demonstrates: Each accepted principal handoff-object dimension including measurement uncertainty shall be from 40 mm through 70 mm.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SYS-004-A01,SYS-004,TEST-CTRL-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-CTRL-001 configuration-bound evidence demonstrates: Automatic tool-center speed shall not exceed 0.15 m/s in any released pose.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SYS-004-A02,SYS-004,TEST-CTRL-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-CTRL-001 configuration-bound evidence demonstrates: The controller shall derive pose-dependent joint-rate limits from the commanded kinematics.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SYS-004-A03,SYS-004,TEST-CTRL-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-CTRL-001 configuration-bound evidence demonstrates: Every automatic joint-rate command shall also remain at or below 30 deg/s.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SYS-004-A04,SYS-004,TEST-CTRL-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-CTRL-001 configuration-bound evidence demonstrates: Verification of the 30 deg/s joint-rate ceiling shall not substitute for verification of the 0.15 m/s tool-center limit.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SYS-005-A01,SYS-005,TEST-CTRL-002,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-CTRL-002 configuration-bound evidence demonstrates: Setup motion shall require continuous hold-to-run actuation.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SYS-005-A02,SYS-005,TEST-CTRL-002,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-CTRL-002 configuration-bound evidence demonstrates: Setup joint speed shall not exceed 10 deg/s.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SYS-006-A01,SYS-006,TEST-ENV-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-ENV-001 configuration-bound evidence demonstrates: The released system operating location shall be indoors.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SYS-006-A02,SYS-006,TEST-ENV-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-ENV-001 configuration-bound evidence demonstrates: The released system operating ambient shall remain from 18 deg C through 28 deg C.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SYS-006-A03,SYS-006,TEST-ENV-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-ENV-001 configuration-bound evidence demonstrates: The released system operating environment shall remain dry and noncondensing.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
THERM-001-A01,THERM-001,TEST-THERM-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-THERM-001 configuration-bound evidence demonstrates: Arm-actuator case temperature shall remain below the provisional 65 deg C limit during the validated duty cycle at the released ambient condition.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
THERM-001-A02,THERM-001,TEST-THERM-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-THERM-001 configuration-bound evidence demonstrates: Gripper-actuator case temperature shall remain below the provisional 60 deg C limit during the validated duty cycle at the released ambient condition.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
THERM-001-A03,THERM-001,TEST-THERM-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-THERM-001 configuration-bound evidence demonstrates: Power-conductor temperature rise shall remain below 20 deg C during the validated duty cycle at the released ambient condition.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
VER-001-A01,VER-001,TEST-HAND-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-HAND-001 configuration-bound evidence demonstrates: The released HR-V0 endurance run shall attempt exactly 100 fixture handoffs.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
