package_status,sheet,reference,pin_or_terminal,pin_name,net,wire_number,note
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JHR1,TBD-SH,SHIELD,RS485_RIGHT_SHIELD,W2117,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JUA1,TBD-P,POWER_12V,HR30_UPPER_12V,W2074,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JUA1,TBD-0,RETURN,HR30_UPPER_0V,W2073,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JUA1,TBD-D,TTL_DATA,TTL_UPPER_A,W2137,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JUB1,TBD-P,POWER_12V,HR30_UPPER_12V,W2074,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JUB1,TBD-0,RETURN,HR30_UPPER_0V,W2073,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JUB1,TBD-D,TTL_DATA,TTL_UPPER_B,W2138,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JSL1,TBD-P,POWER,SENSOR_3V3,W2121,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JSL1,TBD-0,RETURN,SENSOR_0V,W2120,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JSL1,TBD-SCLK,SPI_SCLK,SENSOR_SPI_SCLK,W2134,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JSL1,TBD-MOSI,SPI_MOSI,SENSOR_SPI_MOSI,W2133,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JSL1,TBD-MISO,SPI_MISO,SENSOR_SPI_MISO,W2132,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JSL1,TBD-SYNC,SYNC,SENSOR_SYNC,W2135,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JSR1,TBD-P,POWER,SENSOR_3V3,W2121,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JSR1,TBD-0,RETURN,SENSOR_0V,W2120,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JSR1,TBD-SCLK,SPI_SCLK,SENSOR_SPI_SCLK,W2134,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JSR1,TBD-MOSI,SPI_MOSI,SENSOR_SPI_MOSI,W2133,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JSR1,TBD-MISO,SPI_MISO,SENSOR_SPI_MISO,W2132,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,JSR1,TBD-SYNC,SYNC,SENSOR_SYNC,W2135,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,SHLD1,TBD-L,LEFT_DRAIN,RS485_LEFT_SHIELD,W2114,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,SHLD1,TBD-R,RIGHT_DRAIN,RS485_RIGHT_SHIELD,W2117,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,SHLD1,TBD-PE,CHASSIS,PE,W2111,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,TP1,TBD-PE,PE_TEST,PE,W2111,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,TP1,TBD-24,SAFETY_24V_TEST,SAFETY_24V,W2119,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,TP1,TBD-S0,SAFETY_0V_TEST,SAFETY_0V,W2118,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,TP1,TBD-V0,V0_SAFE_TEST,V0_12V_SAFE,W2145,
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,14_harness_terminals,TP1,TBD-HR,HR30_SAFE_TEST,HR30_ACTUATOR_SAFE,W2027,
