connector_id,contact,axis_id,signal,bus_net,service,wire_core,physical_pin_state,end_to_end_test
J-ACT-R_HIP_ROLL,2,R_HIP_ROLL,VDD,R_HIP_ROLL_VDD,ACTUATOR POWER,CORE-R_HIP_ROLL-VDD-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_HIP_ROLL,3,R_HIP_ROLL,DATA+,RS-RLEG_DATA+,DATA,CORE-R_HIP_ROLL-DATAP,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_HIP_ROLL,4,R_HIP_ROLL,DATA-,RS-RLEG_DATA-,DATA,CORE-R_HIP_ROLL-DATAN,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-OUT-R_HIP_ROLL,1,R_HIP_ROLL,EMPTY-GND,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-R_HIP_ROLL,2,R_HIP_ROLL,EMPTY-VDD,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-R_HIP_ROLL,3,R_HIP_ROLL,DATA+,RS-RLEG_DATA+,DATA,CORE-R_HIP_PITCH-DATAP,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-OUT-R_HIP_ROLL,4,R_HIP_ROLL,DATA-,RS-RLEG_DATA-,DATA,CORE-R_HIP_PITCH-DATAN,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-TR-DYN-R_HIP_PITCH,1,R_HIP_PITCH,GND,RS-RLEG_RET,POWER RETURN,CORE-R_HIP_PITCH-GND-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-R_HIP_PITCH,1,R_HIP_PITCH,GND,RS-RLEG_RET,POWER RETURN,CORE-R_HIP_PITCH-GND-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-DYN-R_HIP_PITCH,2,R_HIP_PITCH,VDD,R_HIP_PITCH_VDD,ACTUATOR POWER,CORE-R_HIP_PITCH-VDD-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-R_HIP_PITCH,2,R_HIP_PITCH,VDD,R_HIP_PITCH_VDD,ACTUATOR POWER,CORE-R_HIP_PITCH-VDD-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-ACT-R_HIP_PITCH,1,R_HIP_PITCH,GND,RS-RLEG_RET,POWER RETURN,CORE-R_HIP_PITCH-GND-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_HIP_PITCH,2,R_HIP_PITCH,VDD,R_HIP_PITCH_VDD,ACTUATOR POWER,CORE-R_HIP_PITCH-VDD-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_HIP_PITCH,3,R_HIP_PITCH,DATA+,RS-RLEG_DATA+,DATA,CORE-R_HIP_PITCH-DATAP,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_HIP_PITCH,4,R_HIP_PITCH,DATA-,RS-RLEG_DATA-,DATA,CORE-R_HIP_PITCH-DATAN,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-OUT-R_HIP_PITCH,1,R_HIP_PITCH,EMPTY-GND,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-R_HIP_PITCH,2,R_HIP_PITCH,EMPTY-VDD,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-R_HIP_PITCH,3,R_HIP_PITCH,DATA+,RS-RLEG_DATA+,DATA,CORE-R_KNEE_PITCH-DATAP,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-OUT-R_HIP_PITCH,4,R_HIP_PITCH,DATA-,RS-RLEG_DATA-,DATA,CORE-R_KNEE_PITCH-DATAN,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-TR-DYN-R_KNEE_PITCH,1,R_KNEE_PITCH,GND,RS-RLEG_RET,POWER RETURN,CORE-R_KNEE_PITCH-GND-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-R_KNEE_PITCH,1,R_KNEE_PITCH,GND,RS-RLEG_RET,POWER RETURN,CORE-R_KNEE_PITCH-GND-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-DYN-R_KNEE_PITCH,2,R_KNEE_PITCH,VDD,R_KNEE_PITCH_VDD,ACTUATOR POWER,CORE-R_KNEE_PITCH-VDD-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-R_KNEE_PITCH,2,R_KNEE_PITCH,VDD,R_KNEE_PITCH_VDD,ACTUATOR POWER,CORE-R_KNEE_PITCH-VDD-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-ACT-R_KNEE_PITCH,1,R_KNEE_PITCH,GND,RS-RLEG_RET,POWER RETURN,CORE-R_KNEE_PITCH-GND-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_KNEE_PITCH,2,R_KNEE_PITCH,VDD,R_KNEE_PITCH_VDD,ACTUATOR POWER,CORE-R_KNEE_PITCH-VDD-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_KNEE_PITCH,3,R_KNEE_PITCH,DATA+,RS-RLEG_DATA+,DATA,CORE-R_KNEE_PITCH-DATAP,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_KNEE_PITCH,4,R_KNEE_PITCH,DATA-,RS-RLEG_DATA-,DATA,CORE-R_KNEE_PITCH-DATAN,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-OUT-R_KNEE_PITCH,1,R_KNEE_PITCH,EMPTY-GND,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-R_KNEE_PITCH,2,R_KNEE_PITCH,EMPTY-VDD,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-R_KNEE_PITCH,3,R_KNEE_PITCH,DATA+,RS-RLEG_DATA+,DATA,CORE-R_ANKLE_PITCH-DATAP,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-OUT-R_KNEE_PITCH,4,R_KNEE_PITCH,DATA-,RS-RLEG_DATA-,DATA,CORE-R_ANKLE_PITCH-DATAN,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-TR-DYN-R_ANKLE_PITCH,1,R_ANKLE_PITCH,GND,RS-RLEG_RET,POWER RETURN,CORE-R_ANKLE_PITCH-GND-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-R_ANKLE_PITCH,1,R_ANKLE_PITCH,GND,RS-RLEG_RET,POWER RETURN,CORE-R_ANKLE_PITCH-GND-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-DYN-R_ANKLE_PITCH,2,R_ANKLE_PITCH,VDD,R_ANKLE_PITCH_VDD,ACTUATOR POWER,CORE-R_ANKLE_PITCH-VDD-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-R_ANKLE_PITCH,2,R_ANKLE_PITCH,VDD,R_ANKLE_PITCH_VDD,ACTUATOR POWER,CORE-R_ANKLE_PITCH-VDD-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-ACT-R_ANKLE_PITCH,1,R_ANKLE_PITCH,GND,RS-RLEG_RET,POWER RETURN,CORE-R_ANKLE_PITCH-GND-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_ANKLE_PITCH,2,R_ANKLE_PITCH,VDD,R_ANKLE_PITCH_VDD,ACTUATOR POWER,CORE-R_ANKLE_PITCH-VDD-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_ANKLE_PITCH,3,R_ANKLE_PITCH,DATA+,RS-RLEG_DATA+,DATA,CORE-R_ANKLE_PITCH-DATAP,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_ANKLE_PITCH,4,R_ANKLE_PITCH,DATA-,RS-RLEG_DATA-,DATA,CORE-R_ANKLE_PITCH-DATAN,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-OUT-R_ANKLE_PITCH,1,R_ANKLE_PITCH,EMPTY-GND,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-R_ANKLE_PITCH,2,R_ANKLE_PITCH,EMPTY-VDD,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-R_ANKLE_PITCH,3,R_ANKLE_PITCH,DATA+,RS-RLEG_DATA+,DATA,CORE-R_ANKLE_ROLL-DATAP,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-OUT-R_ANKLE_PITCH,4,R_ANKLE_PITCH,DATA-,RS-RLEG_DATA-,DATA,CORE-R_ANKLE_ROLL-DATAN,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-TR-DYN-R_ANKLE_ROLL,1,R_ANKLE_ROLL,GND,RS-RLEG_RET,POWER RETURN,CORE-R_ANKLE_ROLL-GND-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-R_ANKLE_ROLL,1,R_ANKLE_ROLL,GND,RS-RLEG_RET,POWER RETURN,CORE-R_ANKLE_ROLL-GND-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-DYN-R_ANKLE_ROLL,2,R_ANKLE_ROLL,VDD,R_ANKLE_ROLL_VDD,ACTUATOR POWER,CORE-R_ANKLE_ROLL-VDD-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-R_ANKLE_ROLL,2,R_ANKLE_ROLL,VDD,R_ANKLE_ROLL_VDD,ACTUATOR POWER,CORE-R_ANKLE_ROLL-VDD-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-ACT-R_ANKLE_ROLL,1,R_ANKLE_ROLL,GND,RS-RLEG_RET,POWER RETURN,CORE-R_ANKLE_ROLL-GND-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_ANKLE_ROLL,2,R_ANKLE_ROLL,VDD,R_ANKLE_ROLL_VDD,ACTUATOR POWER,CORE-R_ANKLE_ROLL-VDD-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_ANKLE_ROLL,3,R_ANKLE_ROLL,DATA+,RS-RLEG_DATA+,DATA,CORE-R_ANKLE_ROLL-DATAP,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_ANKLE_ROLL,4,R_ANKLE_ROLL,DATA-,RS-RLEG_DATA-,DATA,CORE-R_ANKLE_ROLL-DATAN,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-TR-DYN-L_SHOULDER_PITCH,1,L_SHOULDER_PITCH,GND,RS-LARM_RET,POWER RETURN,CORE-L_SHOULDER_PITCH-GND-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-L_SHOULDER_PITCH,1,L_SHOULDER_PITCH,GND,RS-LARM_RET,POWER RETURN,CORE-L_SHOULDER_PITCH-GND-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-DYN-L_SHOULDER_PITCH,2,L_SHOULDER_PITCH,VDD,L_SHOULDER_PITCH_VDD,ACTUATOR POWER,CORE-L_SHOULDER_PITCH-VDD-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-L_SHOULDER_PITCH,2,L_SHOULDER_PITCH,VDD,L_SHOULDER_PITCH_VDD,ACTUATOR POWER,CORE-L_SHOULDER_PITCH-VDD-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-ACT-L_SHOULDER_PITCH,1,L_SHOULDER_PITCH,GND,RS-LARM_RET,POWER RETURN,CORE-L_SHOULDER_PITCH-GND-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_SHOULDER_PITCH,2,L_SHOULDER_PITCH,VDD,L_SHOULDER_PITCH_VDD,ACTUATOR POWER,CORE-L_SHOULDER_PITCH-VDD-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_SHOULDER_PITCH,3,L_SHOULDER_PITCH,DATA+,RS-LARM_DATA+,DATA,CORE-L_SHOULDER_PITCH-DATAP,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_SHOULDER_PITCH,4,L_SHOULDER_PITCH,DATA-,RS-LARM_DATA-,DATA,CORE-L_SHOULDER_PITCH-DATAN,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-OUT-L_SHOULDER_PITCH,1,L_SHOULDER_PITCH,EMPTY-GND,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-L_SHOULDER_PITCH,2,L_SHOULDER_PITCH,EMPTY-VDD,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-L_SHOULDER_PITCH,3,L_SHOULDER_PITCH,DATA+,RS-LARM_DATA+,DATA,CORE-L_SHOULDER_ROLL-DATAP,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-OUT-L_SHOULDER_PITCH,4,L_SHOULDER_PITCH,DATA-,RS-LARM_DATA-,DATA,CORE-L_SHOULDER_ROLL-DATAN,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-TR-DYN-L_SHOULDER_ROLL,1,L_SHOULDER_ROLL,GND,RS-LARM_RET,POWER RETURN,CORE-L_SHOULDER_ROLL-GND-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-L_SHOULDER_ROLL,1,L_SHOULDER_ROLL,GND,RS-LARM_RET,POWER RETURN,CORE-L_SHOULDER_ROLL-GND-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-DYN-L_SHOULDER_ROLL,2,L_SHOULDER_ROLL,VDD,L_SHOULDER_ROLL_VDD,ACTUATOR POWER,CORE-L_SHOULDER_ROLL-VDD-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-L_SHOULDER_ROLL,2,L_SHOULDER_ROLL,VDD,L_SHOULDER_ROLL_VDD,ACTUATOR POWER,CORE-L_SHOULDER_ROLL-VDD-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-ACT-L_SHOULDER_ROLL,1,L_SHOULDER_ROLL,GND,RS-LARM_RET,POWER RETURN,CORE-L_SHOULDER_ROLL-GND-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_SHOULDER_ROLL,2,L_SHOULDER_ROLL,VDD,L_SHOULDER_ROLL_VDD,ACTUATOR POWER,CORE-L_SHOULDER_ROLL-VDD-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_SHOULDER_ROLL,3,L_SHOULDER_ROLL,DATA+,RS-LARM_DATA+,DATA,CORE-L_SHOULDER_ROLL-DATAP,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_SHOULDER_ROLL,4,L_SHOULDER_ROLL,DATA-,RS-LARM_DATA-,DATA,CORE-L_SHOULDER_ROLL-DATAN,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-OUT-L_SHOULDER_ROLL,1,L_SHOULDER_ROLL,EMPTY-GND,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-L_SHOULDER_ROLL,2,L_SHOULDER_ROLL,EMPTY-VDD,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-L_SHOULDER_ROLL,3,L_SHOULDER_ROLL,DATA+,RS-LARM_DATA+,DATA,CORE-L_ELBOW_PITCH-DATAP,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-OUT-L_SHOULDER_ROLL,4,L_SHOULDER_ROLL,DATA-,RS-LARM_DATA-,DATA,CORE-L_ELBOW_PITCH-DATAN,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-TR-DYN-L_ELBOW_PITCH,1,L_ELBOW_PITCH,GND,RS-LARM_RET,POWER RETURN,CORE-L_ELBOW_PITCH-GND-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-L_ELBOW_PITCH,1,L_ELBOW_PITCH,GND,RS-LARM_RET,POWER RETURN,CORE-L_ELBOW_PITCH-GND-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-DYN-L_ELBOW_PITCH,2,L_ELBOW_PITCH,VDD,L_ELBOW_PITCH_VDD,ACTUATOR POWER,CORE-L_ELBOW_PITCH-VDD-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-L_ELBOW_PITCH,2,L_ELBOW_PITCH,VDD,L_ELBOW_PITCH_VDD,ACTUATOR POWER,CORE-L_ELBOW_PITCH-VDD-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-ACT-L_ELBOW_PITCH,1,L_ELBOW_PITCH,GND,RS-LARM_RET,POWER RETURN,CORE-L_ELBOW_PITCH-GND-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_ELBOW_PITCH,2,L_ELBOW_PITCH,VDD,L_ELBOW_PITCH_VDD,ACTUATOR POWER,CORE-L_ELBOW_PITCH-VDD-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_ELBOW_PITCH,3,L_ELBOW_PITCH,DATA+,RS-LARM_DATA+,DATA,CORE-L_ELBOW_PITCH-DATAP,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_ELBOW_PITCH,4,L_ELBOW_PITCH,DATA-,RS-LARM_DATA-,DATA,CORE-L_ELBOW_PITCH-DATAN,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-TR-DYN-R_SHOULDER_PITCH,1,R_SHOULDER_PITCH,GND,RS-RARM_RET,POWER RETURN,CORE-R_SHOULDER_PITCH-GND-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-R_SHOULDER_PITCH,1,R_SHOULDER_PITCH,GND,RS-RARM_RET,POWER RETURN,CORE-R_SHOULDER_PITCH-GND-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-DYN-R_SHOULDER_PITCH,2,R_SHOULDER_PITCH,VDD,R_SHOULDER_PITCH_VDD,ACTUATOR POWER,CORE-R_SHOULDER_PITCH-VDD-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-R_SHOULDER_PITCH,2,R_SHOULDER_PITCH,VDD,R_SHOULDER_PITCH_VDD,ACTUATOR POWER,CORE-R_SHOULDER_PITCH-VDD-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-ACT-R_SHOULDER_PITCH,1,R_SHOULDER_PITCH,GND,RS-RARM_RET,POWER RETURN,CORE-R_SHOULDER_PITCH-GND-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_SHOULDER_PITCH,2,R_SHOULDER_PITCH,VDD,R_SHOULDER_PITCH_VDD,ACTUATOR POWER,CORE-R_SHOULDER_PITCH-VDD-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_SHOULDER_PITCH,3,R_SHOULDER_PITCH,DATA+,RS-RARM_DATA+,DATA,CORE-R_SHOULDER_PITCH-DATAP,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_SHOULDER_PITCH,4,R_SHOULDER_PITCH,DATA-,RS-RARM_DATA-,DATA,CORE-R_SHOULDER_PITCH-DATAN,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-OUT-R_SHOULDER_PITCH,1,R_SHOULDER_PITCH,EMPTY-GND,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-R_SHOULDER_PITCH,2,R_SHOULDER_PITCH,EMPTY-VDD,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-R_SHOULDER_PITCH,3,R_SHOULDER_PITCH,DATA+,RS-RARM_DATA+,DATA,CORE-R_SHOULDER_ROLL-DATAP,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-OUT-R_SHOULDER_PITCH,4,R_SHOULDER_PITCH,DATA-,RS-RARM_DATA-,DATA,CORE-R_SHOULDER_ROLL-DATAN,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-TR-DYN-R_SHOULDER_ROLL,1,R_SHOULDER_ROLL,GND,RS-RARM_RET,POWER RETURN,CORE-R_SHOULDER_ROLL-GND-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-R_SHOULDER_ROLL,1,R_SHOULDER_ROLL,GND,RS-RARM_RET,POWER RETURN,CORE-R_SHOULDER_ROLL-GND-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-DYN-R_SHOULDER_ROLL,2,R_SHOULDER_ROLL,VDD,R_SHOULDER_ROLL_VDD,ACTUATOR POWER,CORE-R_SHOULDER_ROLL-VDD-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-R_SHOULDER_ROLL,2,R_SHOULDER_ROLL,VDD,R_SHOULDER_ROLL_VDD,ACTUATOR POWER,CORE-R_SHOULDER_ROLL-VDD-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-ACT-R_SHOULDER_ROLL,1,R_SHOULDER_ROLL,GND,RS-RARM_RET,POWER RETURN,CORE-R_SHOULDER_ROLL-GND-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_SHOULDER_ROLL,2,R_SHOULDER_ROLL,VDD,R_SHOULDER_ROLL_VDD,ACTUATOR POWER,CORE-R_SHOULDER_ROLL-VDD-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_SHOULDER_ROLL,3,R_SHOULDER_ROLL,DATA+,RS-RARM_DATA+,DATA,CORE-R_SHOULDER_ROLL-DATAP,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_SHOULDER_ROLL,4,R_SHOULDER_ROLL,DATA-,RS-RARM_DATA-,DATA,CORE-R_SHOULDER_ROLL-DATAN,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-OUT-R_SHOULDER_ROLL,1,R_SHOULDER_ROLL,EMPTY-GND,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-R_SHOULDER_ROLL,2,R_SHOULDER_ROLL,EMPTY-VDD,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-R_SHOULDER_ROLL,3,R_SHOULDER_ROLL,DATA+,RS-RARM_DATA+,DATA,CORE-R_ELBOW_PITCH-DATAP,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-OUT-R_SHOULDER_ROLL,4,R_SHOULDER_ROLL,DATA-,RS-RARM_DATA-,DATA,CORE-R_ELBOW_PITCH-DATAN,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-TR-DYN-R_ELBOW_PITCH,1,R_ELBOW_PITCH,GND,RS-RARM_RET,POWER RETURN,CORE-R_ELBOW_PITCH-GND-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-R_ELBOW_PITCH,1,R_ELBOW_PITCH,GND,RS-RARM_RET,POWER RETURN,CORE-R_ELBOW_PITCH-GND-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
