part_id,module,characteristic_id,nominal_or_basis,acceptance_requirement,inspection_method,result,authority,warning
G01_GUIDE_ROD_REAR,G01,DATUM_SCHEME,A primary mounting face/section; B longitudinal centerplane; C orthogonal centerplane,datum simulators and precedence SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_GUIDE_ROD_REAR,G01,OVERALL_X,64.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_GUIDE_ROD_REAR,G01,OVERALL_Y,4.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_GUIDE_ROD_REAR,G01,OVERALL_Z,4.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_GUIDE_ROD_REAR,G01,PROFILE_OR_SURFACE,nominal native STEP geometry,"profile tolerance, inspection method and sampling SELECTION REQUIRED",SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_PINION,G01,DATUM_SCHEME,A primary mounting face/section; B longitudinal centerplane; C orthogonal centerplane,datum simulators and precedence SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_PINION,G01,OVERALL_X,10.996 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_PINION,G01,OVERALL_Y,6.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_PINION,G01,OVERALL_Z,10.996 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_PINION,G01,PROFILE_OR_SURFACE,nominal native STEP geometry,"profile tolerance, inspection method and sampling SELECTION REQUIRED",SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_RACK_POSITIVE,G01,DATUM_SCHEME,A primary mounting face/section; B longitudinal centerplane; C orthogonal centerplane,datum simulators and precedence SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_RACK_POSITIVE,G01,OVERALL_X,32.952 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_RACK_POSITIVE,G01,OVERALL_Y,6.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_RACK_POSITIVE,G01,OVERALL_Z,3.250 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_RACK_POSITIVE,G01,PROFILE_OR_SURFACE,nominal native STEP geometry,"profile tolerance, inspection method and sampling SELECTION REQUIRED",SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_RACK_NEGATIVE,G01,DATUM_SCHEME,A primary mounting face/section; B longitudinal centerplane; C orthogonal centerplane,datum simulators and precedence SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_RACK_NEGATIVE,G01,OVERALL_X,32.952 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_RACK_NEGATIVE,G01,OVERALL_Y,6.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_RACK_NEGATIVE,G01,OVERALL_Z,3.250 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_RACK_NEGATIVE,G01,PROFILE_OR_SURFACE,nominal native STEP geometry,"profile tolerance, inspection method and sampling SELECTION REQUIRED",SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_FINGER_POSITIVE,G01,DATUM_SCHEME,A primary mounting face/section; B longitudinal centerplane; C orthogonal centerplane,datum simulators and precedence SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_FINGER_POSITIVE,G01,OVERALL_X,14.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_FINGER_POSITIVE,G01,OVERALL_Y,36.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_FINGER_POSITIVE,G01,OVERALL_Z,52.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_FINGER_POSITIVE,G01,PROFILE_OR_SURFACE,nominal native STEP geometry,"profile tolerance, inspection method and sampling SELECTION REQUIRED",SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_FINGER_NEGATIVE,G01,DATUM_SCHEME,A primary mounting face/section; B longitudinal centerplane; C orthogonal centerplane,datum simulators and precedence SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_FINGER_NEGATIVE,G01,OVERALL_X,14.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_FINGER_NEGATIVE,G01,OVERALL_Y,36.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_FINGER_NEGATIVE,G01,OVERALL_Z,52.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_FINGER_NEGATIVE,G01,PROFILE_OR_SURFACE,nominal native STEP geometry,"profile tolerance, inspection method and sampling SELECTION REQUIRED",SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_PAD_POSITIVE,G01,DATUM_SCHEME,A primary mounting face/section; B longitudinal centerplane; C orthogonal centerplane,datum simulators and precedence SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_PAD_POSITIVE,G01,OVERALL_X,3.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_PAD_POSITIVE,G01,OVERALL_Y,30.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_PAD_POSITIVE,G01,OVERALL_Z,30.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_PAD_POSITIVE,G01,PROFILE_OR_SURFACE,nominal native STEP geometry,"profile tolerance, inspection method and sampling SELECTION REQUIRED",SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_PAD_NEGATIVE,G01,DATUM_SCHEME,A primary mounting face/section; B longitudinal centerplane; C orthogonal centerplane,datum simulators and precedence SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_PAD_NEGATIVE,G01,OVERALL_X,3.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_PAD_NEGATIVE,G01,OVERALL_Y,30.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_PAD_NEGATIVE,G01,OVERALL_Z,30.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_PAD_NEGATIVE,G01,PROFILE_OR_SURFACE,nominal native STEP geometry,"profile tolerance, inspection method and sampling SELECTION REQUIRED",SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_STOP_POSITIVE,G01,DATUM_SCHEME,A primary mounting face/section; B longitudinal centerplane; C orthogonal centerplane,datum simulators and precedence SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_STOP_POSITIVE,G01,OVERALL_X,4.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_STOP_POSITIVE,G01,OVERALL_Y,24.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_STOP_POSITIVE,G01,OVERALL_Z,9.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_STOP_POSITIVE,G01,PROFILE_OR_SURFACE,nominal native STEP geometry,"profile tolerance, inspection method and sampling SELECTION REQUIRED",SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_STOP_NEGATIVE,G01,DATUM_SCHEME,A primary mounting face/section; B longitudinal centerplane; C orthogonal centerplane,datum simulators and precedence SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_STOP_NEGATIVE,G01,OVERALL_X,4.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_STOP_NEGATIVE,G01,OVERALL_Y,24.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_STOP_NEGATIVE,G01,OVERALL_Z,9.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_STOP_NEGATIVE,G01,PROFILE_OR_SURFACE,nominal native STEP geometry,"profile tolerance, inspection method and sampling SELECTION REQUIRED",SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_MANUAL_RELEASE_HUB,G01,DATUM_SCHEME,A primary mounting face/section; B longitudinal centerplane; C orthogonal centerplane,datum simulators and precedence SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_MANUAL_RELEASE_HUB,G01,OVERALL_X,8.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_MANUAL_RELEASE_HUB,G01,OVERALL_Y,4.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_MANUAL_RELEASE_HUB,G01,OVERALL_Z,8.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_MANUAL_RELEASE_HUB,G01,PROFILE_OR_SURFACE,nominal native STEP geometry,"profile tolerance, inspection method and sampling SELECTION REQUIRED",SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_SIDE_FRONT,L02,DATUM_SCHEME,A largest planar face; B longest profile edge/centerline; C orthogonal profile edge/centerline,datum simulators and precedence SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_SIDE_FRONT,L02,OVERALL_X,50.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_SIDE_FRONT,L02,OVERALL_Y,3.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_SIDE_FRONT,L02,OVERALL_Z,136.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_SIDE_FRONT,L02,PROFILE_OR_SURFACE,nominal native STEP geometry,"profile tolerance, inspection method and sampling SELECTION REQUIRED",SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_SIDE_FRONT,L02,DATUM_SCHEME,A largest planar face; B longest profile edge/centerline; C orthogonal profile edge/centerline,datum simulators and precedence SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_SIDE_FRONT,L02,OVERALL_X,56.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_SIDE_FRONT,L02,OVERALL_Y,3.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_SIDE_FRONT,L02,OVERALL_Z,142.000 mm nominal CAD envelope,size tolerance SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_SIDE_FRONT,L02,PROFILE_OR_SURFACE,nominal native STEP geometry,"profile tolerance, inspection method and sampling SELECTION REQUIRED",SELECTION REQUIRED,NOT EXECUTED,NO FABRICATION OR ACCEPTANCE AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
