cavity_id,connector_id,connector_role,axis_id,bus_id,pin,signal,physical_role,required_population,actual_population,continuity_target,no_backfeed_requirement,execution_state,authority,warning
IN-L_GRIPPER-1,J-ACT-L_GRIPPER,ACTUATOR INPUT,L_GRIPPER,TTL-LDIST,1,GND,INDIVIDUAL BRANCH RETURN,POPULATED,NOT INSPECTED,INDIVIDUAL PBR,VERIFY ISOLATED FROM ADJACENT POWER BRANCHES,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-L_GRIPPER-2,J-ACT-L_GRIPPER,ACTUATOR INPUT,L_GRIPPER,TTL-LDIST,2,VDD,INDIVIDUAL PROTECTED BRANCH POSITIVE,POPULATED,NOT INSPECTED,INDIVIDUAL PBR,VERIFY ISOLATED FROM ADJACENT POWER BRANCHES,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-L_GRIPPER-3,J-ACT-L_GRIPPER,ACTUATOR INPUT,L_GRIPPER,TTL-LDIST,3,DATA,SERIAL DATA,POPULATED,NOT INSPECTED,TTL-LDIST,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-R_WRIST_ROTATION-1,J-ACT-R_WRIST_ROTATION,ACTUATOR INPUT,R_WRIST_ROTATION,TTL-RDIST,1,GND,INDIVIDUAL BRANCH RETURN,POPULATED,NOT INSPECTED,INDIVIDUAL PBR,VERIFY ISOLATED FROM ADJACENT POWER BRANCHES,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-R_WRIST_ROTATION-2,J-ACT-R_WRIST_ROTATION,ACTUATOR INPUT,R_WRIST_ROTATION,TTL-RDIST,2,VDD,INDIVIDUAL PROTECTED BRANCH POSITIVE,POPULATED,NOT INSPECTED,INDIVIDUAL PBR,VERIFY ISOLATED FROM ADJACENT POWER BRANCHES,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-R_WRIST_ROTATION-3,J-ACT-R_WRIST_ROTATION,ACTUATOR INPUT,R_WRIST_ROTATION,TTL-RDIST,3,DATA,SERIAL DATA,POPULATED,NOT INSPECTED,TTL-RDIST,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
OUT-R_WRIST_ROTATION-1,J-OUT-R_WRIST_ROTATION,DATA-ONLY OUTGOING,R_WRIST_ROTATION,TTL-RDIST,1,GND,MUST REMAIN EMPTY,EMPTY,NOT INSPECTED,OPEN CIRCUIT,NO CONTINUITY TO GND/VDD OR ANY ADJACENT ACTUATOR BRANCH,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
OUT-R_WRIST_ROTATION-2,J-OUT-R_WRIST_ROTATION,DATA-ONLY OUTGOING,R_WRIST_ROTATION,TTL-RDIST,2,VDD,MUST REMAIN EMPTY,EMPTY,NOT INSPECTED,OPEN CIRCUIT,NO CONTINUITY TO GND/VDD OR ANY ADJACENT ACTUATOR BRANCH,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
OUT-R_WRIST_ROTATION-3,J-OUT-R_WRIST_ROTATION,DATA-ONLY OUTGOING,R_WRIST_ROTATION,TTL-RDIST,3,DATA,SERIAL DATA,POPULATED,NOT INSPECTED,TTL-RDIST,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-R_GRIPPER-1,J-ACT-R_GRIPPER,ACTUATOR INPUT,R_GRIPPER,TTL-RDIST,1,GND,INDIVIDUAL BRANCH RETURN,POPULATED,NOT INSPECTED,INDIVIDUAL PBR,VERIFY ISOLATED FROM ADJACENT POWER BRANCHES,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-R_GRIPPER-2,J-ACT-R_GRIPPER,ACTUATOR INPUT,R_GRIPPER,TTL-RDIST,2,VDD,INDIVIDUAL PROTECTED BRANCH POSITIVE,POPULATED,NOT INSPECTED,INDIVIDUAL PBR,VERIFY ISOLATED FROM ADJACENT POWER BRANCHES,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-R_GRIPPER-3,J-ACT-R_GRIPPER,ACTUATOR INPUT,R_GRIPPER,TTL-RDIST,3,DATA,SERIAL DATA,POPULATED,NOT INSPECTED,TTL-RDIST,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-HEAD_PAN-1,J-ACT-HEAD_PAN,ACTUATOR INPUT,HEAD_PAN,TTL-HEAD,1,GND,INDIVIDUAL BRANCH RETURN,POPULATED,NOT INSPECTED,INDIVIDUAL PBR,VERIFY ISOLATED FROM ADJACENT POWER BRANCHES,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-HEAD_PAN-2,J-ACT-HEAD_PAN,ACTUATOR INPUT,HEAD_PAN,TTL-HEAD,2,VDD,INDIVIDUAL PROTECTED BRANCH POSITIVE,POPULATED,NOT INSPECTED,INDIVIDUAL PBR,VERIFY ISOLATED FROM ADJACENT POWER BRANCHES,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-HEAD_PAN-3,J-ACT-HEAD_PAN,ACTUATOR INPUT,HEAD_PAN,TTL-HEAD,3,DATA,SERIAL DATA,POPULATED,NOT INSPECTED,TTL-HEAD,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
OUT-HEAD_PAN-1,J-OUT-HEAD_PAN,DATA-ONLY OUTGOING,HEAD_PAN,TTL-HEAD,1,GND,MUST REMAIN EMPTY,EMPTY,NOT INSPECTED,OPEN CIRCUIT,NO CONTINUITY TO GND/VDD OR ANY ADJACENT ACTUATOR BRANCH,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
OUT-HEAD_PAN-2,J-OUT-HEAD_PAN,DATA-ONLY OUTGOING,HEAD_PAN,TTL-HEAD,2,VDD,MUST REMAIN EMPTY,EMPTY,NOT INSPECTED,OPEN CIRCUIT,NO CONTINUITY TO GND/VDD OR ANY ADJACENT ACTUATOR BRANCH,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
OUT-HEAD_PAN-3,J-OUT-HEAD_PAN,DATA-ONLY OUTGOING,HEAD_PAN,TTL-HEAD,3,DATA,SERIAL DATA,POPULATED,NOT INSPECTED,TTL-HEAD,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-HEAD_TILT-1,J-ACT-HEAD_TILT,ACTUATOR INPUT,HEAD_TILT,TTL-HEAD,1,GND,INDIVIDUAL BRANCH RETURN,POPULATED,NOT INSPECTED,INDIVIDUAL PBR,VERIFY ISOLATED FROM ADJACENT POWER BRANCHES,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-HEAD_TILT-2,J-ACT-HEAD_TILT,ACTUATOR INPUT,HEAD_TILT,TTL-HEAD,2,VDD,INDIVIDUAL PROTECTED BRANCH POSITIVE,POPULATED,NOT INSPECTED,INDIVIDUAL PBR,VERIFY ISOLATED FROM ADJACENT POWER BRANCHES,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
IN-HEAD_TILT-3,J-ACT-HEAD_TILT,ACTUATOR INPUT,HEAD_TILT,TTL-HEAD,3,DATA,SERIAL DATA,POPULATED,NOT INSPECTED,TTL-HEAD,N/A,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
